drug1,drug2,classes,source_line,mechanism,source_file_id
D00823,D05374,P,109,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D00823,D05375,P,110,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D00823,D10191,CI,111,unclassified,d0044
D00824,D00326,P,112,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D00824,D00346,CI,113,unclassified,d0044
D00824,D00505,CI,114,unclassified,d0044
D00824,D00785,CI,115,Enzyme: CYP2D6 / CYP inhibition: CYP2D6 CYP3A4,d0044
D00824,D00822,P,116,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6 CYP3A4,d0044
D00824,D00823,P,117,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D00824,D00825,P,118,Target: SLC6A4 / CYP inhibition: CYP2C19 CYP3A4,d0044
D00824,D00826,CI,119,unclassified,d0044
D00824,D01097,CI,120,unclassified,d0044
D00824,D01501,CI,121,unclassified,d0044
D00824,D01888,CI,122,unclassified,d0044
D00824,D02002,CI,123,unclassified,d0044
D00824,D02260,P,124,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D00824,D02360,P,125,Target: SLC6A4 / CYP inhibition: CYP2C19 CYP3A4,d0044
D00824,D02362,P,126,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D00824,D02559,CI,127,unclassified,d0044
D00824,D02560,CI,128,unclassified,d0044
D00824,D02561,CI,129,CYP inhibition: CYP2C19 CYP2D6,d0044
D00824,D02562,"CI,P",130,CYP inhibition: CYP1A2,d0044
D00824,D02563,CI,131,unclassified,d0044
D00824,D02564,CI,132,unclassified,d0044
D00824,D02567,P,133,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2C19 CYP2D6 CYP3A4,d0044
D00824,D02579,CI,134,unclassified,d0044
D00824,D02580,CI,135,unclassified,d0044
D00824,D02581,CI,136,unclassified,d0044
D00824,D02787,P,137,Target: SLC6A4,d0044
D00824,D03239,CI,138,unclassified,d0044
D00824,D03248,CI,139,unclassified,d0044
D00824,D03409,CI,140,unclassified,d0044
D00824,D03649,P,141,Target: SLC6A4,d0044
D00824,D03731,CI,142,Enzyme: CYP2D6 / CYP inhibition: CYP2D6 CYP3A4,d0044
D00824,D03733,CI,143,unclassified,d0044
D00824,D04092,CI,144,unclassified,d0044
D00824,D04105,P,145,unclassified,d0044
D00824,D04681,CI,146,unclassified,d0044
D00824,D05033,CI,147,unclassified,d0044
D00824,D05039,CI,148,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D00824,D05040,CI,149,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D00824,D05374,P,150,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D00824,D05375,P,151,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D00824,D05491,P,152,Target: SLC6A4,d0044
D00824,D06367,P,153,unclassified,d0044
D00824,D07337,CI,154,unclassified,d0044
D00824,D07338,CI,155,unclassified,d0044
D00824,D07704,P,156,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6 CYP3A4,d0044
D00824,D07705,P,157,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6 CYP3A4,d0044
D00824,D07913,P,158,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2C19 CYP2D6 CYP3A4,d0044
D00824,D07984,P,159,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D00824,D08085,CI,160,unclassified,d0044
D00824,D08349,CI,161,unclassified,d0044
D00824,D08392,CI,162,unclassified,d0044
D00824,D08393,CI,163,unclassified,d0044
D00824,D08453,CI,164,unclassified,d0044
D00824,D08469,CI,165,CYP inhibition: CYP1A2,d0044
D00824,D08625,CI,166,unclassified,d0044
D00824,D09773,CI,167,unclassified,d0044
D00824,D10158,CI,168,unclassified,d0044
D00824,D10191,CI,169,unclassified,d0044
D00824,D10829,CI,170,CYP inhibition: CYP1A2,d0044
D00825,D00346,CI,171,unclassified,d0044
D00825,D00505,CI,172,unclassified,d0044
D00825,D00785,CI,173,Enzyme: CYP2B6 CYP3A4,d0044
D00825,D00824,P,174,Target: SLC6A4 / CYP inhibition: CYP2C19 CYP3A4,d0044
D00825,D00826,CI,175,unclassified,d0044
D00825,D01097,CI,176,unclassified,d0044
D00825,D01501,CI,177,unclassified,d0044
D00825,D01888,CI,178,unclassified,d0044
D00825,D02002,CI,179,unclassified,d0044
D00825,D02260,P,180,Target: SLC6A4,d0044
D00825,D02559,CI,181,unclassified,d0044
D00825,D02560,CI,182,unclassified,d0044
D00825,D02561,CI,183,Enzyme: CYP2C19 / CYP inhibition: CYP2C19,d0044
D00825,D02562,CI,184,unclassified,d0044
D00825,D02563,CI,185,unclassified,d0044
D00825,D02564,CI,186,unclassified,d0044
D00825,D02567,P,187,Enzyme: CYP2C19 CYP3A4 / Target: SLC6A4,d0044
D00825,D02579,CI,188,unclassified,d0044
D00825,D02580,CI,189,unclassified,d0044
D00825,D02581,CI,190,unclassified,d0044
D00825,D03239,CI,191,unclassified,d0044
D00825,D03248,CI,192,unclassified,d0044
D00825,D03409,CI,193,unclassified,d0044
D00825,D03731,CI,194,Enzyme: CYP2B6 CYP3A4,d0044
D00825,D03733,CI,195,unclassified,d0044
D00825,D04092,CI,196,unclassified,d0044
D00825,D04681,CI,197,unclassified,d0044
D00825,D05033,CI,198,unclassified,d0044
D00825,D05039,CI,199,unclassified,d0044
D00825,D05040,CI,200,unclassified,d0044
D00825,D05374,P,201,Target: SLC6A4,d0044
D00825,D05375,P,202,Target: SLC6A4,d0044
D00825,D07337,CI,203,unclassified,d0044
D00825,D07338,CI,204,unclassified,d0044
D00825,D08085,CI,205,unclassified,d0044
D00825,D08349,CI,206,unclassified,d0044
D00825,D08392,CI,207,unclassified,d0044
D00825,D08393,CI,208,unclassified,d0044
D00825,D08453,CI,209,unclassified,d0044
D00825,D08469,CI,210,unclassified,d0044
D00825,D08625,CI,211,unclassified,d0044
D00825,D09773,CI,212,unclassified,d0044
D00825,D10158,CI,213,unclassified,d0044
D00825,D10191,CI,214,unclassified,d0044
D00825,D10829,CI,215,unclassified,d0044
D00826,D00785,CI,216,Target: MAOB,d0044
D00826,D00824,CI,217,unclassified,d0044
D00826,D00825,CI,218,unclassified,d0044
D00826,D02260,CI,219,unclassified,d0044
D00826,D02562,CI,220,Target: MAOB,d0044
D00826,D02567,CI,221,unclassified,d0044
D00826,D03731,CI,222,Target: MAOB,d0044
D00826,D05374,CI,223,unclassified,d0044
D00826,D05375,CI,224,unclassified,d0044
D00826,D10191,CI,225,Target: MAOB / Enzyme-Target: MAOA,d0044
D01097,D00785,CI,226,Target: MAOB,d0044
D01097,D00824,CI,227,unclassified,d0044
D01097,D00825,CI,228,unclassified,d0044
D01097,D02260,CI,229,unclassified,d0044
D01097,D02562,CI,230,Target: MAOB,d0044
D01097,D02567,CI,231,unclassified,d0044
D01097,D03731,CI,232,Target: MAOB,d0044
D01097,D05374,CI,233,unclassified,d0044
D01097,D05375,CI,234,unclassified,d0044
D01097,D10191,CI,235,Target: MAOB,d0044
D01501,D00346,P,236,unclassified,d0044
D01501,D00785,CI,237,unclassified,d0044
D01501,D00824,CI,238,unclassified,d0044
D01501,D00825,CI,239,unclassified,d0044
D01501,D02260,CI,240,unclassified,d0044
D01501,D02562,CI,241,unclassified,d0044
D01501,D02567,CI,242,unclassified,d0044
D01501,D03731,CI,243,unclassified,d0044
D01501,D05374,CI,244,unclassified,d0044
D01501,D05375,CI,245,unclassified,d0044
D01501,D10191,CI,246,unclassified,d0044
D01888,D00785,CI,247,Target: MAOB,d0044
D01888,D00824,CI,248,unclassified,d0044
D01888,D00825,CI,249,unclassified,d0044
D01888,D02260,CI,250,unclassified,d0044
D01888,D02562,CI,251,Target: MAOB,d0044
D01888,D02567,CI,252,unclassified,d0044
D01888,D03731,CI,253,Target: MAOB,d0044
D01888,D05374,CI,254,unclassified,d0044
D01888,D05375,CI,255,unclassified,d0044
D01888,D10191,CI,256,Target: MAOB / Enzyme-Target: MAOA,d0044
D02002,D00346,P,257,unclassified,d0044
D02002,D00785,CI,258,unclassified,d0044
D02002,D00824,CI,259,unclassified,d0044
D02002,D00825,CI,260,unclassified,d0044
D02002,D02260,CI,261,unclassified,d0044
D02002,D02562,CI,262,unclassified,d0044
D02002,D02567,CI,263,unclassified,d0044
D02002,D03731,CI,264,unclassified,d0044
D02002,D05374,CI,265,unclassified,d0044
D02002,D05375,CI,266,unclassified,d0044
D02002,D10191,CI,267,unclassified,d0044
D02260,D00326,P,268,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02260,D00346,CI,269,unclassified,d0044
D02260,D00505,CI,270,unclassified,d0044
D02260,D00785,CI,271,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D02260,D00822,P,272,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02260,D00823,P,273,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02260,D00824,P,274,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02260,D00825,P,275,Target: SLC6A4,d0044
D02260,D00826,CI,276,unclassified,d0044
D02260,D01097,CI,277,unclassified,d0044
D02260,D01501,CI,278,unclassified,d0044
D02260,D01888,CI,279,unclassified,d0044
D02260,D02002,CI,280,unclassified,d0044
D02260,D02360,P,281,Target: SLC6A4,d0044
D02260,D02362,P,282,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02260,D02559,CI,283,unclassified,d0044
D02260,D02560,CI,284,unclassified,d0044
D02260,D02561,CI,285,CYP inhibition: CYP2D6,d0044
D02260,D02562,CI,286,unclassified,d0044
D02260,D02563,CI,287,unclassified,d0044
D02260,D02564,CI,288,unclassified,d0044
D02260,D02567,P,289,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02260,D02579,CI,290,unclassified,d0044
D02260,D02580,CI,291,unclassified,d0044
D02260,D02581,CI,292,unclassified,d0044
D02260,D02787,P,293,Target: SLC6A4,d0044
D02260,D03239,CI,294,unclassified,d0044
D02260,D03248,CI,295,unclassified,d0044
D02260,D03409,CI,296,unclassified,d0044
D02260,D03649,P,297,Target: SLC6A4,d0044
D02260,D03731,CI,298,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D02260,D03733,CI,299,unclassified,d0044
D02260,D04092,CI,300,unclassified,d0044
D02260,D04105,P,301,unclassified,d0044
D02260,D04681,CI,302,unclassified,d0044
D02260,D05033,CI,303,unclassified,d0044
D02260,D05039,CI,304,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D02260,D05040,CI,305,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D02260,D05374,P,306,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02260,D05375,P,307,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02260,D05491,P,308,Target: SLC6A4,d0044
D02260,D06367,P,309,unclassified,d0044
D02260,D07337,CI,310,unclassified,d0044
D02260,D07338,CI,311,unclassified,d0044
D02260,D07704,P,312,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02260,D07705,P,313,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02260,D07913,P,314,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02260,D07984,P,315,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02260,D08085,CI,316,unclassified,d0044
D02260,D08349,CI,317,unclassified,d0044
D02260,D08392,CI,318,unclassified,d0044
D02260,D08393,CI,319,unclassified,d0044
D02260,D08453,CI,320,unclassified,d0044
D02260,D08469,CI,321,unclassified,d0044
D02260,D08625,CI,322,unclassified,d0044
D02260,D09773,CI,323,unclassified,d0044
D02260,D10158,CI,324,unclassified,d0044
D02260,D10191,CI,325,unclassified,d0044
D02260,D10829,CI,326,unclassified,d0044
D02360,D00785,CI,327,Enzyme: CYP2B6 CYP3A4,d0044
D02360,D00824,P,328,Target: SLC6A4 / CYP inhibition: CYP2C19 CYP3A4,d0044
D02360,D02260,P,329,Target: SLC6A4,d0044
D02360,D02562,CI,330,unclassified,d0044
D02360,D02567,P,331,Enzyme: CYP2C19 CYP3A4 / Target: SLC6A4,d0044
D02360,D03731,CI,332,Enzyme: CYP2B6 CYP3A4,d0044
D02360,D05374,P,333,Target: SLC6A4,d0044
D02360,D05375,P,334,Target: SLC6A4,d0044
D02360,D10191,CI,335,unclassified,d0044
D02362,D00785,CI,336,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D02362,D00824,P,337,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02362,D02260,P,338,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02362,D02562,CI,339,unclassified,d0044
D02362,D02567,P,340,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02362,D03731,CI,341,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0044
D02362,D05374,P,342,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02362,D05375,P,343,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02362,D10191,CI,344,unclassified,d0044
D02559,D00785,CI,345,unclassified,d0044
D02559,D00824,CI,346,unclassified,d0044
D02559,D00825,CI,347,unclassified,d0044
D02559,D02260,CI,348,unclassified,d0044
D02559,D02562,CI,349,unclassified,d0044
D02559,D02567,CI,350,unclassified,d0044
D02559,D03731,CI,351,unclassified,d0044
D02559,D05374,CI,352,unclassified,d0044
D02559,D05375,CI,353,unclassified,d0044
D02559,D10191,CI,354,Enzyme-Target: MAOA,d0044
D02560,D00785,CI,355,unclassified,d0044
D02560,D00824,CI,356,unclassified,d0044
D02560,D00825,CI,357,unclassified,d0044
D02560,D02260,CI,358,unclassified,d0044
D02560,D02562,CI,359,unclassified,d0044
D02560,D02567,CI,360,unclassified,d0044
D02560,D03731,CI,361,unclassified,d0044
D02560,D05374,CI,362,unclassified,d0044
D02560,D05375,CI,363,unclassified,d0044
D02560,D10191,CI,364,Enzyme-Target: MAOA,d0044
D02561,D00785,CI,365,CYP inhibition: CYP2D6,d0044
D02561,D00824,CI,366,CYP inhibition: CYP2C19 CYP2D6,d0044
D02561,D00825,CI,367,Enzyme: CYP2C19 / CYP inhibition: CYP2C19,d0044
D02561,D02260,CI,368,CYP inhibition: CYP2D6,d0044
D02561,D02562,CI,369,unclassified,d0044
D02561,D02567,CI,370,Enzyme: CYP2C19 / CYP inhibition: CYP2D6 CYP2C19,d0044
D02561,D03731,CI,371,CYP inhibition: CYP2D6,d0044
D02561,D05374,CI,372,CYP inhibition: CYP2D6,d0044
D02561,D05375,CI,373,CYP inhibition: CYP2D6,d0044
D02561,D10191,CI,374,Enzyme-Target: MAOA,d0044
D02562,D00326,CI,375,unclassified,d0044
D02562,D00346,CI,376,unclassified,d0044
D02562,D00505,CI,377,Target: MAOB,d0044
D02562,D00785,CI,378,Target: MAOB,d0044
D02562,D00822,CI,379,unclassified,d0044
D02562,D00823,CI,380,unclassified,d0044
D02562,D00824,"CI,P",381,CYP inhibition: CYP1A2,d0044
D02562,D00825,CI,382,unclassified,d0044
D02562,D00826,CI,383,Target: MAOB,d0044
D02562,D01097,CI,384,Target: MAOB,d0044
D02562,D01501,CI,385,unclassified,d0044
D02562,D01888,CI,386,Target: MAOB,d0044
D02562,D02002,CI,387,unclassified,d0044
D02562,D02260,CI,388,unclassified,d0044
D02562,D02360,CI,389,unclassified,d0044
D02562,D02362,CI,390,unclassified,d0044
D02562,D02559,CI,391,unclassified,d0044
D02562,D02560,CI,392,unclassified,d0044
D02562,D02561,CI,393,unclassified,d0044
D02562,D02563,CI,394,unclassified,d0044
D02562,D02564,CI,395,Target: MAOB,d0044
D02562,D02567,CI,396,unclassified,d0044
D02562,D02579,CI,397,Target: MAOB,d0044
D02562,D02580,CI,398,Target: MAOB,d0044
D02562,D02581,CI,399,unclassified,d0044
D02562,D02787,CI,400,unclassified,d0044
D02562,D03239,CI,401,Target: MAOB,d0044
D02562,D03248,CI,402,unclassified,d0044
D02562,D03409,CI,403,Target: MAOB,d0044
D02562,D03649,CI,404,unclassified,d0044
D02562,D03731,CI,405,Target: MAOB,d0044
D02562,D03733,CI,406,Target: MAOB,d0044
D02562,D04092,CI,407,Target: MAOB,d0044
D02562,D04105,CI,408,unclassified,d0044
D02562,D04681,CI,409,Target: MAOB,d0044
D02562,D05033,CI,410,Target: MAOB,d0044
D02562,D05039,CI,411,unclassified,d0044
D02562,D05040,CI,412,unclassified,d0044
D02562,D05374,CI,413,unclassified,d0044
D02562,D05375,CI,414,unclassified,d0044
D02562,D05491,CI,415,unclassified,d0044
D02562,D06367,CI,416,unclassified,d0044
D02562,D07337,CI,417,Target: MAOB,d0044
D02562,D07338,CI,418,Target: MAOB,d0044
D02562,D07704,CI,419,unclassified,d0044
D02562,D07705,CI,420,unclassified,d0044
D02562,D07913,CI,421,unclassified,d0044
D02562,D07984,"CI,P",422,CYP inhibition: CYP1A2,d0044
D02562,D08085,CI,423,Target: MAOB,d0044
D02562,D08349,CI,424,Target: MAOB,d0044
D02562,D08392,CI,425,unclassified,d0044
D02562,D08393,CI,426,unclassified,d0044
D02562,D08453,CI,427,Target: MAOB,d0044
D02562,D08469,CI,428,Enzyme: CYP1A2 / Target: MAOB,d0044
D02562,D08625,CI,429,Target: MAOB,d0044
D02562,D09773,CI,430,unclassified,d0044
D02562,D10158,CI,431,Target: MAOB,d0044
D02562,D10191,CI,432,Target: MAOB,d0044
D02562,D10829,CI,433,Enzyme: CYP1A2 / Target: MAOB,d0044
D02563,D00785,CI,434,unclassified,d0044
D02563,D00824,CI,435,unclassified,d0044
D02563,D00825,CI,436,unclassified,d0044
D02563,D02260,CI,437,unclassified,d0044
D02563,D02562,CI,438,unclassified,d0044
D02563,D02567,CI,439,unclassified,d0044
D02563,D03731,CI,440,unclassified,d0044
D02563,D05374,CI,441,unclassified,d0044
D02563,D05375,CI,442,unclassified,d0044
D02563,D10191,CI,443,Enzyme-Target: MAOA,d0044
D02564,D00346,P,444,unclassified,d0044
D02564,D00785,CI,445,Target: MAOB,d0044
D02564,D00824,CI,446,unclassified,d0044
D02564,D00825,CI,447,unclassified,d0044
D02564,D02260,CI,448,unclassified,d0044
D02564,D02562,CI,449,Target: MAOB,d0044
D02564,D02567,CI,450,unclassified,d0044
D02564,D03731,CI,451,Target: MAOB,d0044
D02564,D05374,CI,452,unclassified,d0044
D02564,D05375,CI,453,unclassified,d0044
D02564,D10191,CI,454,Target: MAOB / Enzyme-Target: MAOA,d0044
D02567,D00326,P,455,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2C19 CYP2D6,d0044
D02567,D00346,CI,456,unclassified,d0044
D02567,D00505,CI,457,unclassified,d0044
D02567,D00785,CI,458,Enzyme: CYP2D6 CYP3A4 / CYP inhibition: CYP2D6,d0044
D02567,D00822,P,459,Enzyme: CYP3A4 CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2C19 CYP2D6,d0044
D02567,D00823,P,460,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2C19 CYP2D6,d0044
D02567,D00824,P,461,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2C19 CYP2D6 CYP3A4,d0044
D02567,D00825,P,462,Enzyme: CYP2C19 CYP3A4 / Target: SLC6A4,d0044
D02567,D00826,CI,463,unclassified,d0044
D02567,D01097,CI,464,unclassified,d0044
D02567,D01501,CI,465,unclassified,d0044
D02567,D01888,CI,466,unclassified,d0044
D02567,D02002,CI,467,unclassified,d0044
D02567,D02260,P,468,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02567,D02360,P,469,Enzyme: CYP2C19 CYP3A4 / Target: SLC6A4,d0044
D02567,D02362,P,470,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6,d0044
D02567,D02559,CI,471,unclassified,d0044
D02567,D02560,CI,472,unclassified,d0044
D02567,D02561,CI,473,Enzyme: CYP2C19 / CYP inhibition: CYP2D6 CYP2C19,d0044
