drug1,drug2,class,mechanism
dr:D03731,dr:D00792,P,Enzyme: CYP2D6
dr:D03731,dr:D00793,P,Enzyme: CYP2D6
dr:D03731,dr:D00795,P,unclassified
dr:D03731,dr:D00797,P,unclassified
dr:D03731,dr:D00798,P,unclassified
dr:D03731,dr:D00799,P,unclassified
dr:D03731,dr:D00800,P,unclassified
dr:D03731,dr:D00809,CI,Enzyme: CYP2D6 CYP3A4
dr:D03731,dr:D00811,CI,Enzyme: CYP2D6 CYP3A4
dr:D03731,dr:D00812,CI,unclassified
dr:D03731,dr:D00814,CI,Enzyme: CYP2D6
dr:D03731,dr:D00815,CI,Enzyme: CYP2D6 CYP3A4
dr:D03731,dr:D00816,CI,Enzyme: CYP2D6
dr:D03731,dr:D00818,CI,Enzyme: CYP2D6
dr:D03731,dr:D00820,P,Enzyme: CYP3A4 CYP2D6
dr:D03731,dr:D00821,CI,Enzyme: CYP2D6
dr:D03731,dr:D00822,CI,Enzyme: CYP2D6 CYP3A4
dr:D03731,dr:D00823,CI,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D03731,dr:D00824,CI,Enzyme: CYP2D6 / CYP inhibition: CYP2D6 CYP3A4
dr:D03731,dr:D00825,CI,Enzyme: CYP2B6 CYP3A4
dr:D03731,dr:D00826,CI,Target: MAOB
dr:D03731,dr:D00831,P,unclassified
dr:D03731,dr:D00836,P,Enzyme: CYP3A4
dr:D03731,dr:D00839,P,unclassified
dr:D03731,dr:D00842,P,unclassified
dr:D03731,dr:D00848,P,Enzyme: CYP2D6
dr:D03731,dr:D00851,P,unclassified
dr:D03731,dr:D00882,P,unclassified
dr:D03731,dr:D00944,P,unclassified
dr:D03731,dr:D00945,P,unclassified
dr:D03731,dr:D00947,P,unclassified
dr:D03731,dr:D00961,P,CYP inhibition: CYP3A4
dr:D03731,dr:D00996,P,unclassified
dr:D03731,dr:D01007,P,Enzyme: CYP3A4
dr:D03731,dr:D01008,"CI,P",unclassified
dr:D03731,dr:D01017,P,unclassified
dr:D03731,dr:D01019,P,unclassified
dr:D03731,dr:D01020,P,unclassified
dr:D03731,dr:D01021,"CI,P",unclassified
dr:D03731,dr:D01022,P,unclassified
dr:D03731,dr:D01023,P,unclassified
dr:D03731,dr:D01051,P,unclassified
dr:D03731,dr:D01096,P,unclassified
dr:D03731,dr:D01097,CI,Target: MAOB
dr:D03731,dr:D01101,P,Enzyme: CYP3A4
dr:D03731,dr:D01105,P,unclassified
dr:D03731,dr:D01107,CI,unclassified
dr:D03731,dr:D01110,CI,unclassified
dr:D03731,dr:D01111,P,unclassified
dr:D03731,dr:D01130,P,unclassified
dr:D03731,dr:D01165,P,unclassified
dr:D03731,dr:D01179,CI,CYP inhibition: CYP2D6
dr:D03731,dr:D01205,P,Enzyme: CYP2D6
dr:D03731,dr:D01224,P,unclassified
dr:D03731,dr:D01226,P,unclassified
dr:D03731,dr:D01230,P,unclassified
dr:D03731,dr:D01235,P,CYP inhibition: CYP3A4
dr:D03731,dr:D01245,P,unclassified
dr:D03731,dr:D01253,P,Enzyme: CYP3A4
dr:D03731,dr:D01263,P,unclassified
dr:D03731,dr:D01268,P,unclassified
dr:D03731,dr:D01269,P,Enzyme: CYP3A4
dr:D03731,dr:D01277,P,unclassified
dr:D03731,dr:D01278,P,unclassified
dr:D03731,dr:D01280,P,unclassified
dr:D03731,dr:D01285,CI,unclassified
dr:D03731,dr:D01292,P,unclassified
dr:D03731,dr:D01293,P,Enzyme: CYP3A4
dr:D03731,dr:D01296,CI,unclassified
dr:D03731,dr:D01302,P,CYP inhibition: CYP2D6
dr:D03731,dr:D01307,P,CYP inhibition: CYP2D6
dr:D03731,dr:D01314,CI,unclassified
dr:D03731,dr:D01324,P,Enzyme: CYP2D6
dr:D03731,dr:D01328,P,unclassified
dr:D03731,dr:D01347,CI,unclassified
dr:D03731,dr:D01349,P,unclassified
dr:D03731,dr:D01355,CI,Enzyme: CYP2D6 CYP3A4
dr:D03731,dr:D01358,CI,Enzyme: CYP3A4 CYP2D6
dr:D03731,dr:D01360,P,unclassified
dr:D03731,dr:D01361,P,unclassified
dr:D03731,dr:D01362,P,unclassified
dr:D03731,dr:D01373,P,unclassified
dr:D03731,dr:D01383,CI,unclassified
dr:D03731,dr:D01386,P,unclassified
dr:D03731,dr:D01389,P,unclassified
dr:D03731,dr:D01390,P,unclassified
dr:D03731,dr:D01399,P,Enzyme: CYP3A4
dr:D03731,dr:D01405,P,unclassified
dr:D03731,dr:D01408,P,unclassified
dr:D03731,dr:D01412,P,unclassified
dr:D03731,dr:D01428,P,unclassified
dr:D03731,dr:D01429,P,CYP inhibition: CYP3A4
dr:D03731,dr:D01447,P,unclassified
dr:D03731,dr:D01448,P,unclassified
dr:D03731,dr:D01451,P,unclassified
dr:D03731,dr:D01453,P,unclassified
dr:D03731,dr:D01477,CI,unclassified
dr:D03731,dr:D01481,P,Enzyme: CYP2D6
dr:D03731,dr:D01482,P,unclassified
dr:D03731,dr:D01485,P,unclassified
dr:D03731,dr:D01501,CI,unclassified
dr:D03731,dr:D01514,P,Enzyme: CYP3A4
dr:D03731,dr:D01520,P,unclassified
dr:D03731,dr:D01546,CI,Enzyme: CYP2D6
dr:D03731,dr:D01564,P,Enzyme: CYP3A4
dr:D03731,dr:D01589,P,unclassified
dr:D03731,dr:D01599,P,unclassified
dr:D03731,dr:D01635,P,unclassified
dr:D03731,dr:D01657,P,unclassified
dr:D03731,dr:D01665,P,unclassified
dr:D03731,dr:D01744,P,Enzyme: CYP3A4
dr:D03731,dr:D01748,P,unclassified
dr:D03731,dr:D01832,P,Enzyme: CYP3A4 / CYP induction: CYP2B6 CYP3A4
dr:D03731,dr:D01835,P,unclassified
dr:D03731,dr:D01854,P,unclassified
dr:D03731,dr:D01860,P,unclassified
dr:D03731,dr:D01872,P,Enzyme: CYP3A4
dr:D03731,dr:D01875,P,unclassified
dr:D03731,dr:D01888,CI,Target: MAOB
dr:D03731,dr:D01898,P,Enzyme: CYP2D6 CYP3A4
dr:D03731,dr:D01903,P,unclassified
dr:D03731,dr:D01952,P,unclassified
dr:D03731,dr:D01978,P,unclassified
dr:D03731,dr:D02002,CI,unclassified
dr:D03731,dr:D02009,P,unclassified
dr:D03731,dr:D02016,P,Enzyme: CYP2D6
dr:D03731,dr:D02022,P,unclassified
dr:D03731,dr:D02034,CI,unclassified
dr:D03731,dr:D02035,P,unclassified
dr:D03731,dr:D02037,P,Enzyme: CYP2D6
dr:D03731,dr:D02064,P,unclassified
dr:D03731,dr:D02066,P,unclassified
dr:D03731,dr:D02069,P,unclassified
dr:D03731,dr:D02076,P,unclassified
dr:D03731,dr:D02078,CI,Enzyme: CYP2D6
dr:D03731,dr:D02080,CI,unclassified
dr:D03731,dr:D02093,P,unclassified
dr:D03731,dr:D02101,P,Enzyme: CYP2D6
dr:D03731,dr:D02102,P,Enzyme: CYP3A4 CYP2B6 CYP2D6 / CYP induction: CYP3A4 CYP2B6
dr:D03731,dr:D02103,P,CYP induction: CYP2B6
dr:D03731,dr:D02109,P,unclassified
dr:D03731,dr:D02135,P,unclassified
dr:D03731,dr:D02147,P,unclassified
dr:D03731,dr:D02149,P,unclassified
dr:D03731,dr:D02150,P,unclassified
dr:D03731,dr:D02151,P,unclassified
dr:D03731,dr:D02163,P,Enzyme: CYP2D6
dr:D03731,dr:D02184,P,unclassified
dr:D03731,dr:D02200,P,unclassified
dr:D03731,dr:D02213,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D03731,dr:D02234,P,unclassified
dr:D03731,dr:D02237,CI,unclassified
dr:D03731,dr:D02242,CI,Enzyme: CYP2D6
dr:D03731,dr:D02246,P,unclassified
dr:D03731,dr:D02247,P,unclassified
dr:D03731,dr:D02248,P,unclassified
dr:D03731,dr:D02260,CI,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D03731,dr:D02271,P,unclassified
dr:D03731,dr:D02272,P,Enzyme: CYP3A4
dr:D03731,dr:D02281,P,unclassified
dr:D03731,dr:D02349,P,unclassified
dr:D03731,dr:D02354,P,unclassified
dr:D03731,dr:D02359,P,unclassified
dr:D03731,dr:D02360,CI,Enzyme: CYP2B6 CYP3A4
dr:D03731,dr:D02362,CI,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D03731,dr:D02372,P,unclassified
dr:D03731,dr:D02388,P,unclassified
dr:D03731,dr:D02396,P,unclassified
dr:D03731,dr:D02404,P,Enzyme: CYP3A4
dr:D03731,dr:D02408,CI,unclassified
dr:D03731,dr:D02409,P,unclassified
dr:D03731,dr:D02484,P,unclassified
dr:D03731,dr:D02523,P,unclassified
dr:D03731,dr:D02524,P,unclassified
dr:D03731,dr:D02525,P,unclassified
dr:D03731,dr:D02535,P,unclassified
dr:D03731,dr:D02537,P,CYP inhibition: CYP2D6
dr:D03731,dr:D02559,CI,unclassified
dr:D03731,dr:D02560,CI,unclassified
dr:D03731,dr:D02561,CI,CYP inhibition: CYP2D6
dr:D03731,dr:D02562,CI,Target: MAOB
dr:D03731,dr:D02563,CI,unclassified
dr:D03731,dr:D02564,CI,Target: MAOB
dr:D03731,dr:D02565,CI,unclassified
dr:D03731,dr:D02566,CI,Enzyme: CYP2D6
dr:D03731,dr:D02567,CI,Enzyme: CYP3A4 CYP2D6 / CYP inhibition: CYP2D6
dr:D03731,dr:D02570,CI,Enzyme: CYP3A4
dr:D03731,dr:D02572,CI,Enzyme: CYP2D6
dr:D03731,dr:D02573,CI,unclassified
dr:D03731,dr:D02574,CI,Enzyme: CYP2D6
dr:D03731,dr:D02579,CI,Target: MAOB
dr:D03731,dr:D02580,CI,Target: MAOB
dr:D03731,dr:D02581,CI,unclassified
dr:D03731,dr:D02604,P,unclassified
dr:D03731,dr:D02605,P,unclassified
dr:D03731,dr:D02607,P,unclassified
dr:D03731,dr:D02608,P,unclassified
dr:D03731,dr:D02609,P,unclassified
dr:D03731,dr:D02610,P,unclassified
dr:D03731,dr:D02614,P,unclassified
dr:D03731,dr:D02620,P,unclassified
dr:D03731,dr:D02621,P,unclassified
dr:D03731,dr:D02622,P,unclassified
dr:D03731,dr:D02623,P,unclassified
dr:D03731,dr:D02625,P,unclassified
dr:D03731,dr:D02626,P,Enzyme: CYP3A4
dr:D03731,dr:D02627,P,unclassified
dr:D03731,dr:D02628,P,unclassified
dr:D03731,dr:D02642,P,unclassified
dr:D03731,dr:D02643,P,unclassified
dr:D03731,dr:D02644,P,unclassified
dr:D03731,dr:D02651,P,unclassified
dr:D03731,dr:D02653,P,unclassified
dr:D03731,dr:D02668,P,unclassified
dr:D03731,dr:D02671,P,unclassified
dr:D03731,dr:D02679,P,unclassified
dr:D03731,dr:D02680,P,unclassified
dr:D03731,dr:D02686,P,unclassified
dr:D03731,dr:D02691,P,unclassified
dr:D03731,dr:D02702,P,unclassified
dr:D03731,dr:D02704,CI,unclassified
dr:D03731,dr:D02732,P,Enzyme: CYP3A4
dr:D03731,dr:D02774,P,unclassified
dr:D03731,dr:D02787,CI,unclassified
dr:D03731,dr:D02901,P,unclassified
dr:D03731,dr:D02910,P,Enzyme: CYP3A4
dr:D03731,dr:D02968,P,Enzyme: CYP3A4 / CYP inhibition: CYP3A4 / CYP induction: CYP3A4
dr:D03731,dr:D02972,CI,unclassified
dr:D03731,dr:D02976,P,unclassified
dr:D03731,dr:D02981,P,unclassified
dr:D03731,dr:D03038,CI,unclassified
dr:D03731,dr:D03071,CI,unclassified
dr:D03731,dr:D03098,P,unclassified
dr:D03731,dr:D03106,P,unclassified
dr:D03731,dr:D03195,P,unclassified
dr:D03731,dr:D03199,CI,unclassified
dr:D03731,dr:D03230,P,unclassified
dr:D03731,dr:D03239,CI,Target: MAOB
dr:D03731,dr:D03248,CI,unclassified
dr:D03731,dr:D03250,P,unclassified
dr:D03731,dr:D03274,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D03731,dr:D03402,P,unclassified
dr:D03731,dr:D03409,CI,Target: MAOB
dr:D03731,dr:D03491,CI,unclassified
dr:D03731,dr:D03502,P,unclassified
dr:D03731,dr:D03503,P,CYP inhibition: CYP2D6 CYP3A4
dr:D03731,dr:D03587,P,unclassified
dr:D03731,dr:D03649,CI,unclassified
dr:D03731,dr:D03658,P,Enzyme: CYP3A4
dr:D03731,dr:D03666,P,unclassified
dr:D03731,dr:D03669,P,CYP induction: CYP3A4
dr:D03731,dr:D03702,P,unclassified
dr:D03731,dr:D03731,CI,Enzyme: CYP2B6 CYP2D6 CYP3A4 / Target: MAOB
dr:D03731,dr:D03733,CI,Target: MAOB
dr:D03731,dr:D03740,CI,Enzyme: CYP2D6
dr:D03731,dr:D03855,CI,unclassified
dr:D03731,dr:D03879,P,unclassified
dr:D03731,dr:D03880,P,unclassified
dr:D03731,dr:D03881,P,unclassified
dr:D03731,dr:D03891,P,unclassified
dr:D03731,dr:D03892,P,unclassified
dr:D03731,dr:D03914,P,CYP inhibition: CYP2D6
dr:D03731,dr:D03921,P,unclassified
dr:D03731,dr:D04018,P,unclassified
dr:D03731,dr:D04024,P,Enzyme: CYP3A4
dr:D03731,dr:D04034,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D03731,dr:D04038,P,Enzyme: CYP2D6
dr:D03731,dr:D04044,P,unclassified
dr:D03731,dr:D04052,P,Enzyme: CYP3A4
dr:D03731,dr:D04054,P,unclassified
dr:D03731,dr:D04055,CI,unclassified
dr:D03731,dr:D04062,P,unclassified
dr:D03731,dr:D04081,P,unclassified
dr:D03731,dr:D04092,CI,Target: MAOB
dr:D03731,dr:D04105,CI,unclassified
dr:D03731,dr:D04148,CI,Enzyme: CYP2B6 CYP2D6 CYP3A4
dr:D03731,dr:D04157,P,unclassified
dr:D03731,dr:D04251,CI,unclassified
dr:D03731,dr:D04259,P,unclassified
dr:D03731,dr:D04261,P,unclassified
dr:D03731,dr:D04313,P,Enzyme: CYP2D6
dr:D03731,dr:D04340,P,Enzyme: CYP2D6 CYP3A4
dr:D03731,dr:D04342,P,unclassified
dr:D03731,dr:D04364,P,unclassified
dr:D03731,dr:D04382,CI,unclassified
dr:D03731,dr:D04447,P,Enzyme: CYP3A4
dr:D03731,dr:D04463,P,Enzyme: CYP3A4
dr:D03731,dr:D04473,CI,unclassified
dr:D03731,dr:D04475,P,unclassified
dr:D03731,dr:D04477,P,unclassified
dr:D03731,dr:D04482,P,Enzyme: CYP3A4
dr:D03731,dr:D04483,P,Enzyme: CYP3A4
dr:D03731,dr:D04484,P,Enzyme: CYP3A4
dr:D03731,dr:D04539,P,unclassified
dr:D03731,dr:D04540,P,unclassified
dr:D03731,dr:D04547,P,unclassified
dr:D03731,dr:D04556,CI,unclassified
dr:D03731,dr:D04605,CI,unclassified
dr:D03731,dr:D04616,P,unclassified
dr:D03731,dr:D04625,P,unclassified
dr:D03731,dr:D04626,P,unclassified
dr:D03731,dr:D04641,P,Enzyme: CYP3A4 / CYP inhibition: CYP3A4
dr:D03731,dr:D04652,CI,unclassified
dr:D03731,dr:D04666,P,unclassified
dr:D03731,dr:D04681,CI,Target: MAOB
dr:D03731,dr:D04701,P,unclassified
dr:D03731,dr:D04703,P,unclassified
dr:D03731,dr:D04708,P,unclassified
dr:D03731,dr:D04747,CI,unclassified
dr:D03731,dr:D04765,P,unclassified
dr:D03731,dr:D04781,CI,unclassified
dr:D03731,dr:D04813,P,Enzyme: CYP3A4
dr:D03731,dr:D04883,P,unclassified
dr:D03731,dr:D04911,P,unclassified
dr:D03731,dr:D04935,P,unclassified
dr:D03731,dr:D04954,P,unclassified
dr:D03731,dr:D04965,P,Enzyme: CYP2D6
dr:D03731,dr:D05008,P,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D03731,dr:D05033,CI,Target: MAOB
dr:D03731,dr:D05037,P,unclassified
dr:D03731,dr:D05039,CI,Enzyme: CYP2D6
dr:D03731,dr:D05040,CI,Enzyme: CYP2D6
dr:D03731,dr:D05120,CI,unclassified
dr:D03731,dr:D05173,CI,unclassified
dr:D03731,dr:D05200,CI,unclassified
dr:D03731,dr:D05206,P,unclassified
dr:D03731,dr:D05231,CI,unclassified
dr:D03731,dr:D05277,P,unclassified
dr:D03731,dr:D05284,CI,unclassified
dr:D03731,dr:D05351,P,CYP inhibition: CYP3A4
dr:D03731,dr:D05366,P,Enzyme: CYP3A4
dr:D03731,dr:D05374,CI,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D03731,dr:D05375,CI,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D03731,dr:D05462,P,Enzyme: CYP3A4
dr:D03731,dr:D05466,P,unclassified
dr:D03731,dr:D05476,P,unclassified
dr:D03731,dr:D05491,CI,unclassified
dr:D03731,dr:D05495,P,unclassified
dr:D03731,dr:D05606,P,unclassified
dr:D03731,dr:D05648,P,unclassified
dr:D03731,dr:D05649,P,unclassified
dr:D03731,dr:D05691,P,unclassified
dr:D03731,dr:D05718,P,unclassified
dr:D03731,dr:D05730,P,unclassified
dr:D03731,dr:D05768,P,unclassified
dr:D03731,dr:D05775,P,unclassified
dr:D03731,dr:D05792,P,Enzyme: CYP3A4
dr:D03731,dr:D05832,P,unclassified
dr:D03731,dr:D05879,P,unclassified
dr:D03731,dr:D05997,CI,unclassified
dr:D03731,dr:D06004,CI,unclassified
dr:D03731,dr:D06273,P,Enzyme: CYP3A4
dr:D03731,dr:D06344,P,unclassified
dr:D03731,dr:D06367,CI,unclassified
dr:D03731,dr:D06374,P,unclassified
dr:D03731,dr:D06394,P,unclassified
dr:D03731,dr:D06413,P,Enzyme: CYP3A4
dr:D03731,dr:D06414,P,Enzyme: CYP3A4
dr:D03731,dr:D06553,P,unclassified
dr:D03731,dr:D06597,P,Enzyme: CYP3A4 / CYP inhibition: CYP3A4 / CYP induction: CYP3A4
dr:D03731,dr:D06645,P,unclassified
dr:D03731,dr:D06698,P,unclassified
dr:D03731,dr:D06921,P,unclassified
dr:D03731,dr:D06927,P,unclassified
dr:D03731,dr:D06928,P,unclassified
dr:D03731,dr:D06951,P,unclassified
dr:D03731,dr:D06953,P,unclassified
dr:D03731,dr:D06955,P,unclassified
dr:D03731,dr:D06956,P,unclassified
dr:D03731,dr:D06987,P,unclassified
dr:D03731,dr:D06994,P,unclassified
dr:D03731,dr:D07041,P,unclassified
dr:D03731,dr:D07042,P,unclassified
dr:D03731,dr:D07043,P,unclassified
dr:D03731,dr:D07044,P,unclassified
dr:D03731,dr:D07045,P,unclassified
dr:D03731,dr:D07048,P,unclassified
dr:D03731,dr:D07065,P,unclassified
dr:D03731,dr:D07080,P,unclassified
dr:D03731,dr:D07132,P,Enzyme: CYP3A4
dr:D03731,dr:D07148,P,unclassified
dr:D03731,dr:D07307,P,unclassified
dr:D03731,dr:D07308,P,unclassified
dr:D03731,dr:D07309,P,unclassified
dr:D03731,dr:D07334,CI,unclassified
dr:D03731,dr:D07335,CI,unclassified
dr:D03731,dr:D07336,CI,unclassified
dr:D03731,dr:D07337,CI,Target: MAOB
dr:D03731,dr:D07338,CI,Target: MAOB
dr:D03731,dr:D07377,P,unclassified
dr:D03731,dr:D07448,CI,Enzyme: CYP2D6 CYP3A4
dr:D03731,dr:D07461,P,unclassified
dr:D03731,dr:D07463,P,unclassified
dr:D03731,dr:D07473,CI,Enzyme: CYP2D6
dr:D03731,dr:D07489,P,unclassified
dr:D03731,dr:D07534,P,unclassified
dr:D03731,dr:D07540,P,unclassified
dr:D03731,dr:D07560,P,unclassified
dr:D03731,dr:D07583,P,CYP induction: CYP2B6
dr:D03731,dr:D07595,P,CYP induction: CYP3A4 CYP2B6
dr:D03731,dr:D07601,CI,unclassified
dr:D03731,dr:D07685,P,unclassified
dr:D03731,dr:D07704,CI,Enzyme: CYP2D6 CYP3A4
dr:D03731,dr:D07705,CI,Enzyme: CYP2D6 CYP3A4
dr:D03731,dr:D07710,P,Enzyme: CYP3A4 / CYP inhibition: CYP3A4
dr:D03731,dr:D07713,P,unclassified
dr:D03731,dr:D07727,CI,Enzyme: CYP2D6 CYP3A4
dr:D03731,dr:D07756,P,unclassified
dr:D03731,dr:D07791,CI,unclassified
dr:D03731,dr:D07793,CI,Enzyme: CYP3A4
dr:D03731,dr:D07795,P,unclassified
dr:D03731,dr:D07812,CI,unclassified
dr:D03731,dr:D07865,P,unclassified
dr:D03731,dr:D07872,CI,Enzyme: CYP2D6
dr:D03731,dr:D07875,CI,Enzyme: CYP2D6
dr:D03731,dr:D07880,CI,CYP inhibition: CYP2D6
dr:D03731,dr:D07909,P,unclassified
dr:D03731,dr:D07910,P,unclassified
dr:D03731,dr:D07913,CI,Enzyme: CYP2D6 CYP3A4 / CYP inhibition: CYP2D6
dr:D03731,dr:D07928,P,Enzyme: CYP3A4 / CYP inhibition: CYP3A4
dr:D03731,dr:D07977,P,Enzyme: CYP2D6
dr:D03731,dr:D07984,CI,Enzyme: CYP2D6 / CYP inhibition: CYP2D6 CYP3A4
dr:D03731,dr:D07990,P,unclassified
dr:D03731,dr:D08030,CI,unclassified
dr:D03731,dr:D08031,P,Enzyme: CYP3A4
dr:D03731,dr:D08035,P,Enzyme: CYP2D6 CYP3A4
dr:D03731,dr:D08039,P,unclassified
dr:D03731,dr:D08070,CI,Enzyme: CYP2D6 CYP3A4
dr:D03731,dr:D08071,CI,Enzyme: CYP2D6 CYP3A4
dr:D03731,dr:D08072,CI,unclassified
dr:D03731,dr:D08080,P,unclassified
dr:D03731,dr:D08085,CI,Target: MAOB
dr:D03731,dr:D08090,P,unclassified
dr:D03731,dr:D08092,P,unclassified
