drug1,drug2,class,mechanism
dr:D08392,dr:D01854,P,unclassified
dr:D08392,dr:D01872,P,unclassified
dr:D08392,dr:D01875,P,unclassified
dr:D08392,dr:D01898,P,unclassified
dr:D08392,dr:D01903,P,unclassified
dr:D08392,dr:D02016,P,unclassified
dr:D08392,dr:D02034,CI,unclassified
dr:D08392,dr:D02064,P,unclassified
dr:D08392,dr:D02069,P,unclassified
dr:D08392,dr:D02076,P,unclassified
dr:D08392,dr:D02101,P,unclassified
dr:D08392,dr:D02102,P,unclassified
dr:D08392,dr:D02109,P,unclassified
dr:D08392,dr:D02234,P,unclassified
dr:D08392,dr:D02242,CI,unclassified
dr:D08392,dr:D02246,P,unclassified
dr:D08392,dr:D02247,P,unclassified
dr:D08392,dr:D02260,CI,unclassified
dr:D08392,dr:D02271,P,unclassified
dr:D08392,dr:D02408,CI,unclassified
dr:D08392,dr:D02409,P,unclassified
dr:D08392,dr:D02535,P,unclassified
dr:D08392,dr:D02562,CI,unclassified
dr:D08392,dr:D02567,CI,unclassified
dr:D08392,dr:D02574,CI,unclassified
dr:D08392,dr:D03230,P,unclassified
dr:D08392,dr:D03250,P,unclassified
dr:D08392,dr:D03855,CI,unclassified
dr:D08392,dr:D04044,P,unclassified
dr:D08392,dr:D04052,P,unclassified
dr:D08392,dr:D04062,P,unclassified
dr:D08392,dr:D04081,P,unclassified
dr:D08392,dr:D04148,CI,unclassified
dr:D08392,dr:D04251,CI,unclassified
dr:D08392,dr:D04259,P,unclassified
dr:D08392,dr:D04261,P,unclassified
dr:D08392,dr:D04313,P,unclassified
dr:D08392,dr:D04342,P,unclassified
dr:D08392,dr:D04364,P,unclassified
dr:D08392,dr:D04447,P,unclassified
dr:D08392,dr:D04475,P,unclassified
dr:D08392,dr:D04477,P,unclassified
dr:D08392,dr:D04539,P,unclassified
dr:D08392,dr:D04540,P,unclassified
dr:D08392,dr:D04547,P,unclassified
dr:D08392,dr:D04747,CI,unclassified
dr:D08392,dr:D04813,P,unclassified
dr:D08392,dr:D05462,P,unclassified
dr:D08392,dr:D06273,P,unclassified
dr:D08392,dr:D06553,P,unclassified
dr:D08392,dr:D06645,P,unclassified
dr:D08392,dr:D06698,P,unclassified
dr:D08392,dr:D06921,P,unclassified
dr:D08392,dr:D06927,P,unclassified
dr:D08392,dr:D06928,P,unclassified
dr:D08392,dr:D06951,P,unclassified
dr:D08392,dr:D06953,P,unclassified
dr:D08392,dr:D06955,P,unclassified
dr:D08392,dr:D06956,P,unclassified
dr:D08392,dr:D06987,P,unclassified
dr:D08392,dr:D06994,P,unclassified
dr:D08392,dr:D07041,P,unclassified
dr:D08392,dr:D07042,P,unclassified
dr:D08392,dr:D07043,P,unclassified
dr:D08392,dr:D07044,P,unclassified
dr:D08392,dr:D07045,P,unclassified
dr:D08392,dr:D07048,P,unclassified
dr:D08392,dr:D07080,P,unclassified
dr:D08392,dr:D07132,P,unclassified
dr:D08392,dr:D07583,P,unclassified
dr:D08392,dr:D08080,P,unclassified
dr:D08392,dr:D08575,CI,unclassified
dr:D08392,dr:D08695,P,unclassified
dr:D08392,dr:D08769,P,unclassified
dr:D08392,dr:D08897,P,unclassified
dr:D08392,dr:D08923,P,unclassified
dr:D08392,dr:D09186,P,unclassified
dr:D08392,dr:D09319,P,unclassified
dr:D08392,dr:D09566,P,unclassified
dr:D08392,dr:D09592,P,unclassified
dr:D08392,dr:D09727,P,unclassified
dr:D08392,dr:D09744,P,unclassified
dr:D08392,dr:D09753,P,unclassified
dr:D08392,dr:D09756,P,unclassified
dr:D08392,dr:D09763,P,unclassified
dr:D08392,dr:D09780,P,unclassified
dr:D08392,dr:D09848,P,unclassified
dr:D08392,dr:D09889,P,unclassified
dr:D08392,dr:D09978,P,unclassified
dr:D08392,dr:D09999,CI,unclassified
dr:D08392,dr:D10159,P,unclassified
dr:D08392,dr:D10160,P,unclassified
dr:D08392,dr:D10179,P,unclassified
dr:D08392,dr:D10185,CI,unclassified
dr:D08392,dr:D10191,CI,Enzyme-Target: MAOA
dr:D08392,dr:D10195,P,unclassified
dr:D08392,dr:D10200,P,unclassified
dr:D08392,dr:D10253,P,unclassified
dr:D08392,dr:D10298,P,unclassified
dr:D08392,dr:D10317,P,unclassified
dr:D08392,dr:D10424,P,unclassified
dr:D08392,dr:D10459,P,unclassified
dr:D08392,dr:D10505,P,unclassified
dr:D08392,dr:D10570,P,unclassified
dr:D08392,dr:D10588,P,unclassified
dr:D08392,dr:D10743,P,unclassified
dr:D08392,dr:D10744,P,unclassified
dr:D08392,dr:D10854,P,unclassified
dr:D08392,dr:D10897,P,unclassified
dr:D08392,dr:D10967,P,unclassified
dr:D08392,dr:D10999,P,unclassified
dr:D08392,dr:D11034,P,unclassified
dr:D08392,dr:D11064,P,unclassified
dr:D08392,dr:D11109,P,unclassified
dr:D08392,dr:D11290,P,unclassified
dr:D08392,dr:D11567,P,unclassified
dr:D08392,dr:D11807,P,unclassified
dr:D08392,dr:D11861,P,unclassified
dr:D08392,dr:D11862,P,unclassified
dr:D08392,dr:D12358,P,unclassified
dr:D08392,dr:D12437,P,unclassified
dr:D08392,dr:D13245,P,unclassified
