drug1,drug2,class,mechanism
dr:D10829,dr:D01280,P,unclassified
dr:D10829,dr:D01292,P,unclassified
dr:D10829,dr:D01293,P,unclassified
dr:D10829,dr:D01296,CI,unclassified
dr:D10829,dr:D01302,P,unclassified
dr:D10829,dr:D01324,P,unclassified
dr:D10829,dr:D01328,P,unclassified
dr:D10829,dr:D01347,CI,unclassified
dr:D10829,dr:D01355,CI,unclassified
dr:D10829,dr:D01358,CI,Enzyme: CYP1A2
dr:D10829,dr:D01383,CI,unclassified
dr:D10829,dr:D01386,P,unclassified
dr:D10829,dr:D01389,P,unclassified
dr:D10829,dr:D01399,P,unclassified
dr:D10829,dr:D01408,P,unclassified
dr:D10829,dr:D01451,P,unclassified
dr:D10829,dr:D01453,P,Enzyme: CYP1A2
dr:D10829,dr:D01481,P,unclassified
dr:D10829,dr:D01514,P,unclassified
dr:D10829,dr:D01564,P,unclassified
dr:D10829,dr:D01599,P,unclassified
dr:D10829,dr:D01657,P,unclassified
dr:D10829,dr:D01665,P,unclassified
dr:D10829,dr:D01744,P,unclassified
dr:D10829,dr:D01832,P,CYP induction: CYP1A2
dr:D10829,dr:D01854,P,unclassified
dr:D10829,dr:D01872,P,unclassified
dr:D10829,dr:D01875,P,unclassified
dr:D10829,dr:D01898,P,unclassified
dr:D10829,dr:D01903,P,unclassified
dr:D10829,dr:D02016,P,Enzyme: CYP1A2
dr:D10829,dr:D02034,CI,unclassified
dr:D10829,dr:D02064,P,unclassified
dr:D10829,dr:D02069,P,unclassified
dr:D10829,dr:D02076,P,unclassified
dr:D10829,dr:D02101,P,unclassified
dr:D10829,dr:D02102,P,unclassified
dr:D10829,dr:D02109,P,unclassified
dr:D10829,dr:D02135,P,unclassified
dr:D10829,dr:D02234,P,unclassified
dr:D10829,dr:D02242,CI,unclassified
dr:D10829,dr:D02246,P,unclassified
dr:D10829,dr:D02247,P,unclassified
dr:D10829,dr:D02260,CI,unclassified
dr:D10829,dr:D02271,P,unclassified
dr:D10829,dr:D02408,CI,unclassified
dr:D10829,dr:D02409,P,unclassified
dr:D10829,dr:D02535,P,unclassified
dr:D10829,dr:D02562,CI,Enzyme: CYP1A2 / Target: MAOB
dr:D10829,dr:D02567,CI,unclassified
dr:D10829,dr:D02574,CI,unclassified
dr:D10829,dr:D03230,P,CYP induction: CYP1A2
dr:D10829,dr:D03250,P,CYP induction: CYP1A2
dr:D10829,dr:D03855,CI,unclassified
dr:D10829,dr:D04044,P,unclassified
dr:D10829,dr:D04052,P,Enzyme: CYP1A2
dr:D10829,dr:D04062,P,unclassified
dr:D10829,dr:D04081,P,unclassified
dr:D10829,dr:D04148,CI,Enzyme: CYP1A2
dr:D10829,dr:D04251,CI,unclassified
dr:D10829,dr:D04259,P,unclassified
dr:D10829,dr:D04261,P,unclassified
dr:D10829,dr:D04313,P,unclassified
dr:D10829,dr:D04340,P,unclassified
dr:D10829,dr:D04342,P,unclassified
dr:D10829,dr:D04364,P,unclassified
dr:D10829,dr:D04447,P,unclassified
dr:D10829,dr:D04475,P,CYP induction: CYP1A2
dr:D10829,dr:D04477,P,CYP induction: CYP1A2
dr:D10829,dr:D04539,P,CYP induction: CYP1A2
dr:D10829,dr:D04540,P,CYP induction: CYP1A2
dr:D10829,dr:D04547,P,CYP induction: CYP1A2
dr:D10829,dr:D04616,P,unclassified
dr:D10829,dr:D04747,CI,unclassified
dr:D10829,dr:D04813,P,Enzyme: CYP1A2
dr:D10829,dr:D04911,P,unclassified
dr:D10829,dr:D04935,P,unclassified
dr:D10829,dr:D05462,P,unclassified
dr:D10829,dr:D05768,P,unclassified
dr:D10829,dr:D06273,P,unclassified
dr:D10829,dr:D06553,P,unclassified
dr:D10829,dr:D06645,P,unclassified
dr:D10829,dr:D06698,P,unclassified
dr:D10829,dr:D06921,P,unclassified
dr:D10829,dr:D06927,P,unclassified
dr:D10829,dr:D06928,P,unclassified
dr:D10829,dr:D06951,P,unclassified
dr:D10829,dr:D06953,P,unclassified
dr:D10829,dr:D06955,P,unclassified
dr:D10829,dr:D06956,P,unclassified
dr:D10829,dr:D06987,P,unclassified
dr:D10829,dr:D06994,P,unclassified
dr:D10829,dr:D07041,P,unclassified
dr:D10829,dr:D07042,P,unclassified
dr:D10829,dr:D07043,P,unclassified
dr:D10829,dr:D07044,P,unclassified
dr:D10829,dr:D07045,P,unclassified
dr:D10829,dr:D07048,P,unclassified
dr:D10829,dr:D07080,P,unclassified
dr:D10829,dr:D07132,P,unclassified
dr:D10829,dr:D07583,P,unclassified
dr:D10829,dr:D08080,P,CYP induction: CYP1A2
dr:D10829,dr:D08575,CI,Enzyme: CYP1A2
dr:D10829,dr:D08695,P,unclassified
dr:D10829,dr:D08769,P,unclassified
dr:D10829,dr:D08897,P,unclassified
dr:D10829,dr:D08923,P,unclassified
dr:D10829,dr:D09186,P,unclassified
dr:D10829,dr:D09319,P,unclassified
dr:D10829,dr:D09566,P,unclassified
dr:D10829,dr:D09592,P,unclassified
dr:D10829,dr:D09727,P,unclassified
dr:D10829,dr:D09744,P,unclassified
dr:D10829,dr:D09753,P,unclassified
dr:D10829,dr:D09756,P,unclassified
dr:D10829,dr:D09763,P,unclassified
dr:D10829,dr:D09780,P,unclassified
dr:D10829,dr:D09848,P,unclassified
dr:D10829,dr:D09889,P,unclassified
dr:D10829,dr:D09978,P,unclassified
dr:D10829,dr:D09993,P,unclassified
dr:D10829,dr:D09996,P,CYP inhibition: CYP1A2
dr:D10829,dr:D09999,CI,unclassified
dr:D10829,dr:D10159,P,unclassified
dr:D10829,dr:D10160,P,unclassified
dr:D10829,dr:D10179,P,unclassified
dr:D10829,dr:D10185,CI,unclassified
dr:D10829,dr:D10191,CI,Target: MAOB
dr:D10829,dr:D10195,P,unclassified
dr:D10829,dr:D10200,P,unclassified
dr:D10829,dr:D10252,P,unclassified
dr:D10829,dr:D10253,P,unclassified
dr:D10829,dr:D10293,P,unclassified
dr:D10829,dr:D10298,P,unclassified
dr:D10829,dr:D10317,P,unclassified
dr:D10829,dr:D10424,P,unclassified
dr:D10829,dr:D10459,P,unclassified
dr:D10829,dr:D10505,P,unclassified
dr:D10829,dr:D10570,P,unclassified
dr:D10829,dr:D10588,P,unclassified
dr:D10829,dr:D10743,P,unclassified
dr:D10829,dr:D10744,P,unclassified
dr:D10829,dr:D10825,P,unclassified
dr:D10829,dr:D10854,P,unclassified
dr:D10829,dr:D10891,P,unclassified
dr:D10829,dr:D10897,P,unclassified
dr:D10829,dr:D10967,P,unclassified
dr:D10829,dr:D10999,P,unclassified
dr:D10829,dr:D11027,P,unclassified
dr:D10829,dr:D11034,P,unclassified
dr:D10829,dr:D11062,P,unclassified
dr:D10829,dr:D11064,P,unclassified
dr:D10829,dr:D11109,P,unclassified
dr:D10829,dr:D11290,P,unclassified
dr:D10829,dr:D11567,P,unclassified
dr:D10829,dr:D11708,P,unclassified
dr:D10829,dr:D11807,P,unclassified
dr:D10829,dr:D11861,P,unclassified
dr:D10829,dr:D11862,P,unclassified
dr:D10829,dr:D11970,P,CYP inhibition: CYP1A2
dr:D10829,dr:D12358,P,unclassified
dr:D10829,dr:D12364,P,unclassified
dr:D10829,dr:D12437,P,unclassified
dr:D10829,dr:D12494,P,unclassified
dr:D10829,dr:D13245,P,unclassified
