drug1,drug2,class,mechanism
dr:D02561,dr:D01358,CI,CYP inhibition: CYP2D6
dr:D02561,dr:D01383,CI,unclassified
dr:D02561,dr:D01386,P,unclassified
dr:D02561,dr:D01389,P,unclassified
dr:D02561,dr:D01399,P,unclassified
dr:D02561,dr:D01408,P,unclassified
dr:D02561,dr:D01451,P,unclassified
dr:D02561,dr:D01453,P,unclassified
dr:D02561,dr:D01481,P,CYP inhibition: CYP2D6
dr:D02561,dr:D01514,P,unclassified
dr:D02561,dr:D01564,P,unclassified
dr:D02561,dr:D01599,P,unclassified
dr:D02561,dr:D01657,P,unclassified
dr:D02561,dr:D01665,P,unclassified
dr:D02561,dr:D01744,P,unclassified
dr:D02561,dr:D01832,P,CYP inhibition: CYP2C19
dr:D02561,dr:D01854,P,unclassified
dr:D02561,dr:D01872,P,unclassified
dr:D02561,dr:D01875,P,unclassified
dr:D02561,dr:D01896,P,Enzyme: CYP2C19 / CYP inhibition: CYP2C19
dr:D02561,dr:D01898,P,CYP inhibition: CYP2D6
dr:D02561,dr:D01903,P,unclassified
dr:D02561,dr:D02016,P,CYP inhibition: CYP2D6
dr:D02561,dr:D02034,CI,unclassified
dr:D02561,dr:D02064,P,unclassified
dr:D02561,dr:D02069,P,unclassified
dr:D02561,dr:D02076,P,unclassified
dr:D02561,dr:D02101,P,CYP inhibition: CYP2D6
dr:D02561,dr:D02102,P,Enzyme: CYP2C19 / CYP inhibition: CYP2D6 CYP2C19
dr:D02561,dr:D02103,P,unclassified
dr:D02561,dr:D02106,P,unclassified
dr:D02561,dr:D02109,P,unclassified
dr:D02561,dr:D02234,P,unclassified
dr:D02561,dr:D02242,CI,CYP inhibition: CYP2D6
dr:D02561,dr:D02246,P,unclassified
dr:D02561,dr:D02247,P,unclassified
dr:D02561,dr:D02260,CI,CYP inhibition: CYP2D6
dr:D02561,dr:D02271,P,unclassified
dr:D02561,dr:D02408,CI,unclassified
dr:D02561,dr:D02409,P,unclassified
dr:D02561,dr:D02484,P,unclassified
dr:D02561,dr:D02535,P,unclassified
dr:D02561,dr:D02562,CI,unclassified
dr:D02561,dr:D02567,CI,Enzyme: CYP2C19 / CYP inhibition: CYP2D6 CYP2C19
dr:D02561,dr:D02574,"CI,P",CYP inhibition: CYP2D6
dr:D02561,dr:D03230,P,unclassified
dr:D02561,dr:D03250,P,unclassified
dr:D02561,dr:D03855,CI,unclassified
dr:D02561,dr:D04044,P,unclassified
dr:D02561,dr:D04052,P,unclassified
dr:D02561,dr:D04062,P,unclassified
dr:D02561,dr:D04081,P,unclassified
dr:D02561,dr:D04148,"CI,P",Enzyme: CYP2C19 / CYP inhibition: CYP2D6 CYP2C19
dr:D02561,dr:D04251,CI,unclassified
dr:D02561,dr:D04259,P,unclassified
dr:D02561,dr:D04261,P,unclassified
dr:D02561,dr:D04313,P,CYP inhibition: CYP2D6
dr:D02561,dr:D04340,P,CYP inhibition: CYP2D6
dr:D02561,dr:D04342,P,unclassified
dr:D02561,dr:D04364,P,unclassified
dr:D02561,dr:D04447,P,unclassified
dr:D02561,dr:D04475,P,unclassified
dr:D02561,dr:D04477,P,unclassified
dr:D02561,dr:D04539,P,unclassified
dr:D02561,dr:D04540,P,unclassified
dr:D02561,dr:D04547,P,unclassified
dr:D02561,dr:D04747,CI,unclassified
dr:D02561,dr:D04768,P,CYP inhibition: CYP2C19
dr:D02561,dr:D04813,P,unclassified
dr:D02561,dr:D05462,P,unclassified
dr:D02561,dr:D05928,P,Enzyme: CYP2C19 / CYP inhibition: CYP2C19
dr:D02561,dr:D06273,P,unclassified
dr:D02561,dr:D06405,P,unclassified
dr:D02561,dr:D06553,P,unclassified
dr:D02561,dr:D06645,P,unclassified
dr:D02561,dr:D06698,P,unclassified
dr:D02561,dr:D06921,P,unclassified
dr:D02561,dr:D06927,P,unclassified
dr:D02561,dr:D06928,P,unclassified
dr:D02561,dr:D06951,P,unclassified
dr:D02561,dr:D06953,P,unclassified
dr:D02561,dr:D06955,P,unclassified
dr:D02561,dr:D06956,P,unclassified
dr:D02561,dr:D06987,P,unclassified
dr:D02561,dr:D06994,P,unclassified
dr:D02561,dr:D07041,P,unclassified
dr:D02561,dr:D07042,P,unclassified
dr:D02561,dr:D07043,P,unclassified
dr:D02561,dr:D07044,P,unclassified
dr:D02561,dr:D07045,P,unclassified
dr:D02561,dr:D07048,P,unclassified
dr:D02561,dr:D07080,P,unclassified
dr:D02561,dr:D07132,P,unclassified
dr:D02561,dr:D07505,P,unclassified
dr:D02561,dr:D07583,P,unclassified
dr:D02561,dr:D08080,P,unclassified
dr:D02561,dr:D08493,P,Enzyme: CYP2C19 / CYP inhibition: CYP2D6 CYP2C19
dr:D02561,dr:D08575,"CI,P",CYP inhibition: CYP2D6
dr:D02561,dr:D08695,P,CYP inhibition: CYP2D6
dr:D02561,dr:D08769,P,unclassified
dr:D02561,dr:D08897,P,unclassified
dr:D02561,dr:D08923,P,CYP inhibition: CYP2D6
dr:D02561,dr:D09186,P,unclassified
dr:D02561,dr:D09319,P,unclassified
dr:D02561,dr:D09566,P,unclassified
dr:D02561,dr:D09592,P,unclassified
dr:D02561,dr:D09727,P,unclassified
dr:D02561,dr:D09744,P,unclassified
dr:D02561,dr:D09753,P,unclassified
dr:D02561,dr:D09756,P,unclassified
dr:D02561,dr:D09763,P,unclassified
dr:D02561,dr:D09780,P,unclassified
dr:D02561,dr:D09815,P,unclassified
dr:D02561,dr:D09848,P,unclassified
dr:D02561,dr:D09889,P,unclassified
dr:D02561,dr:D09894,"CI,P",CYP inhibition: CYP2D6
dr:D02561,dr:D09978,P,unclassified
dr:D02561,dr:D09999,CI,CYP inhibition: CYP2D6
dr:D02561,dr:D10159,P,unclassified
dr:D02561,dr:D10160,P,unclassified
dr:D02561,dr:D10179,P,CYP inhibition: CYP2D6
dr:D02561,dr:D10185,"CI,P",Enzyme: CYP2C19 / CYP inhibition: CYP2D6 CYP2C19
dr:D02561,dr:D10191,CI,Enzyme-Target: MAOA
dr:D02561,dr:D10195,P,unclassified
dr:D02561,dr:D10200,P,unclassified
dr:D02561,dr:D10218,P,unclassified
dr:D02561,dr:D10253,P,unclassified
dr:D02561,dr:D10298,P,unclassified
dr:D02561,dr:D10309,P,CYP inhibition: CYP2D6
dr:D02561,dr:D10317,P,unclassified
dr:D02561,dr:D10424,P,unclassified
dr:D02561,dr:D10459,P,unclassified
dr:D02561,dr:D10505,P,unclassified
dr:D02561,dr:D10512,P,CYP inhibition: CYP2D6
dr:D02561,dr:D10513,P,Enzyme: CYP2C19 / CYP inhibition: CYP2C19
dr:D02561,dr:D10516,P,CYP inhibition: CYP2D6
dr:D02561,dr:D10569,P,unclassified
dr:D02561,dr:D10570,P,unclassified
dr:D02561,dr:D10588,P,unclassified
dr:D02561,dr:D10743,P,unclassified
dr:D02561,dr:D10744,P,unclassified
dr:D02561,dr:D10801,P,CYP induction: CYP2C19
dr:D02561,dr:D10854,P,unclassified
dr:D02561,dr:D10897,P,unclassified
dr:D02561,dr:D10967,P,unclassified
dr:D02561,dr:D10999,P,unclassified
dr:D02561,dr:D11034,P,unclassified
dr:D02561,dr:D11040,P,CYP induction: CYP2C19
dr:D02561,dr:D11062,P,CYP inhibition: CYP2D6
dr:D02561,dr:D11064,P,unclassified
dr:D02561,dr:D11109,P,unclassified
dr:D02561,dr:D11290,P,unclassified
dr:D02561,dr:D11296,P,Enzyme: CYP2C19 / CYP inhibition: CYP2C19
dr:D02561,dr:D11400,P,Enzyme: CYP2C19 / CYP inhibition: CYP2C19
dr:D02561,dr:D11422,P,unclassified
dr:D02561,dr:D11557,P,CYP inhibition: CYP2C19
dr:D02561,dr:D11567,P,unclassified
dr:D02561,dr:D11807,P,unclassified
dr:D02561,dr:D11835,P,Enzyme: CYP2C19 / CYP inhibition: CYP2D6 CYP2C19
dr:D02561,dr:D11861,P,unclassified
dr:D02561,dr:D11862,P,unclassified
dr:D02561,dr:D11954,P,Enzyme: CYP2C19 / CYP inhibition: CYP2C19
dr:D02561,dr:D12049,P,CYP inhibition: CYP2C19
dr:D02561,dr:D12050,P,CYP inhibition: CYP2C19
dr:D02561,dr:D12265,P,Enzyme: CYP2C19 / CYP inhibition: CYP2C19
dr:D02561,dr:D12358,P,unclassified
dr:D02561,dr:D12437,P,unclassified
dr:D02561,dr:D12837,P,CYP induction: CYP2C19
dr:D02561,dr:D13245,P,unclassified
