drug1,drug2,class,mechanism
dr:D10158,dr:D00825,CI,unclassified
dr:D10158,dr:D00831,P,unclassified
dr:D10158,dr:D00836,P,unclassified
dr:D10158,dr:D00839,P,unclassified
dr:D10158,dr:D00842,P,unclassified
dr:D10158,dr:D00848,P,unclassified
dr:D10158,dr:D00944,P,unclassified
dr:D10158,dr:D00945,P,unclassified
dr:D10158,dr:D00947,P,unclassified
dr:D10158,dr:D00961,P,unclassified
dr:D10158,dr:D01007,P,unclassified
dr:D10158,dr:D01008,CI,unclassified
dr:D10158,dr:D01021,CI,unclassified
dr:D10158,dr:D01022,P,unclassified
dr:D10158,dr:D01096,P,unclassified
dr:D10158,dr:D01107,CI,unclassified
dr:D10158,dr:D01111,P,unclassified
dr:D10158,dr:D01165,P,unclassified
dr:D10158,dr:D01179,CI,unclassified
dr:D10158,dr:D01226,P,unclassified
dr:D10158,dr:D01230,P,unclassified
dr:D10158,dr:D01245,P,unclassified
dr:D10158,dr:D01253,P,unclassified
dr:D10158,dr:D01268,P,unclassified
dr:D10158,dr:D01269,P,unclassified
dr:D10158,dr:D01277,P,unclassified
dr:D10158,dr:D01278,P,unclassified
dr:D10158,dr:D01280,P,unclassified
dr:D10158,dr:D01292,P,unclassified
dr:D10158,dr:D01293,P,unclassified
dr:D10158,dr:D01296,CI,unclassified
dr:D10158,dr:D01302,P,unclassified
dr:D10158,dr:D01324,P,unclassified
dr:D10158,dr:D01328,P,unclassified
dr:D10158,dr:D01347,CI,unclassified
dr:D10158,dr:D01355,CI,unclassified
dr:D10158,dr:D01358,CI,unclassified
dr:D10158,dr:D01383,CI,unclassified
dr:D10158,dr:D01386,P,unclassified
dr:D10158,dr:D01389,P,unclassified
dr:D10158,dr:D01399,P,unclassified
dr:D10158,dr:D01408,P,unclassified
dr:D10158,dr:D01451,P,unclassified
dr:D10158,dr:D01453,P,unclassified
dr:D10158,dr:D01481,P,unclassified
dr:D10158,dr:D01514,P,unclassified
dr:D10158,dr:D01564,P,unclassified
dr:D10158,dr:D01599,P,unclassified
dr:D10158,dr:D01657,P,unclassified
dr:D10158,dr:D01665,P,unclassified
dr:D10158,dr:D01744,P,unclassified
dr:D10158,dr:D01832,P,unclassified
dr:D10158,dr:D01854,P,unclassified
dr:D10158,dr:D01872,P,unclassified
dr:D10158,dr:D01875,P,unclassified
dr:D10158,dr:D01898,P,unclassified
dr:D10158,dr:D01903,P,unclassified
dr:D10158,dr:D02016,P,unclassified
dr:D10158,dr:D02034,CI,unclassified
dr:D10158,dr:D02064,P,unclassified
dr:D10158,dr:D02069,P,unclassified
dr:D10158,dr:D02076,P,unclassified
dr:D10158,dr:D02101,P,unclassified
dr:D10158,dr:D02102,P,unclassified
dr:D10158,dr:D02103,P,unclassified
dr:D10158,dr:D02109,P,unclassified
dr:D10158,dr:D02135,P,unclassified
dr:D10158,dr:D02234,P,unclassified
dr:D10158,dr:D02242,CI,unclassified
dr:D10158,dr:D02246,P,unclassified
dr:D10158,dr:D02247,P,unclassified
dr:D10158,dr:D02260,CI,unclassified
dr:D10158,dr:D02271,P,unclassified
dr:D10158,dr:D02372,P,unclassified
dr:D10158,dr:D02408,CI,unclassified
dr:D10158,dr:D02409,P,unclassified
dr:D10158,dr:D02484,P,unclassified
dr:D10158,dr:D02535,P,unclassified
dr:D10158,dr:D02562,CI,Target: MAOB
dr:D10158,dr:D02567,CI,unclassified
dr:D10158,dr:D02574,CI,unclassified
dr:D10158,dr:D02691,P,unclassified
dr:D10158,dr:D02732,P,unclassified
dr:D10158,dr:D02968,P,unclassified
dr:D10158,dr:D03106,P,unclassified
dr:D10158,dr:D03230,P,unclassified
dr:D10158,dr:D03250,P,unclassified
dr:D10158,dr:D03658,P,unclassified
dr:D10158,dr:D03669,P,unclassified
dr:D10158,dr:D03855,CI,unclassified
dr:D10158,dr:D04024,P,unclassified
dr:D10158,dr:D04044,P,unclassified
dr:D10158,dr:D04052,P,unclassified
dr:D10158,dr:D04062,P,unclassified
dr:D10158,dr:D04081,P,unclassified
dr:D10158,dr:D04148,CI,unclassified
dr:D10158,dr:D04251,CI,unclassified
dr:D10158,dr:D04259,P,unclassified
dr:D10158,dr:D04261,P,unclassified
dr:D10158,dr:D04313,P,unclassified
dr:D10158,dr:D04340,P,unclassified
dr:D10158,dr:D04342,P,unclassified
dr:D10158,dr:D04364,P,unclassified
dr:D10158,dr:D04447,P,unclassified
dr:D10158,dr:D04475,P,unclassified
dr:D10158,dr:D04477,P,unclassified
dr:D10158,dr:D04539,P,unclassified
dr:D10158,dr:D04540,P,unclassified
dr:D10158,dr:D04547,P,unclassified
dr:D10158,dr:D04616,P,unclassified
dr:D10158,dr:D04641,P,unclassified
dr:D10158,dr:D04666,P,unclassified
dr:D10158,dr:D04747,CI,unclassified
dr:D10158,dr:D04813,P,unclassified
dr:D10158,dr:D04911,P,unclassified
dr:D10158,dr:D04935,P,unclassified
dr:D10158,dr:D05462,P,unclassified
dr:D10158,dr:D05768,P,unclassified
dr:D10158,dr:D05775,P,unclassified
dr:D10158,dr:D06273,P,unclassified
dr:D10158,dr:D06413,P,unclassified
dr:D10158,dr:D06414,P,unclassified
dr:D10158,dr:D06553,P,unclassified
dr:D10158,dr:D06597,P,unclassified
dr:D10158,dr:D06645,P,unclassified
dr:D10158,dr:D06698,P,unclassified
dr:D10158,dr:D06921,P,unclassified
dr:D10158,dr:D06927,P,unclassified
dr:D10158,dr:D06928,P,unclassified
dr:D10158,dr:D06951,P,unclassified
dr:D10158,dr:D06953,P,unclassified
dr:D10158,dr:D06955,P,unclassified
dr:D10158,dr:D06956,P,unclassified
dr:D10158,dr:D06987,P,unclassified
dr:D10158,dr:D06994,P,unclassified
dr:D10158,dr:D07041,P,unclassified
dr:D10158,dr:D07042,P,unclassified
dr:D10158,dr:D07043,P,unclassified
dr:D10158,dr:D07044,P,unclassified
dr:D10158,dr:D07045,P,unclassified
dr:D10158,dr:D07048,P,unclassified
dr:D10158,dr:D07080,P,unclassified
dr:D10158,dr:D07132,P,unclassified
dr:D10158,dr:D07583,P,unclassified
dr:D10158,dr:D07595,P,unclassified
dr:D10158,dr:D08080,P,unclassified
dr:D10158,dr:D08575,CI,unclassified
dr:D10158,dr:D08695,P,unclassified
dr:D10158,dr:D08769,P,unclassified
dr:D10158,dr:D08897,P,unclassified
dr:D10158,dr:D08923,P,unclassified
dr:D10158,dr:D09186,P,unclassified
dr:D10158,dr:D09319,P,unclassified
dr:D10158,dr:D09566,P,unclassified
dr:D10158,dr:D09592,P,unclassified
dr:D10158,dr:D09638,P,unclassified
dr:D10158,dr:D09727,P,unclassified
dr:D10158,dr:D09731,P,unclassified
dr:D10158,dr:D09744,P,unclassified
dr:D10158,dr:D09753,P,unclassified
dr:D10158,dr:D09756,P,unclassified
dr:D10158,dr:D09763,P,unclassified
dr:D10158,dr:D09780,P,unclassified
dr:D10158,dr:D09799,P,unclassified
dr:D10158,dr:D09848,P,unclassified
dr:D10158,dr:D09889,P,unclassified
dr:D10158,dr:D09978,P,unclassified
dr:D10158,dr:D09993,P,unclassified
dr:D10158,dr:D09996,P,unclassified
dr:D10158,dr:D09999,CI,unclassified
dr:D10158,dr:D10003,P,unclassified
dr:D10158,dr:D10104,P,unclassified
dr:D10158,dr:D10127,P,unclassified
dr:D10158,dr:D10159,P,unclassified
dr:D10158,dr:D10160,P,unclassified
dr:D10158,dr:D10161,P,unclassified
dr:D10158,dr:D10179,P,unclassified
dr:D10158,dr:D10185,CI,unclassified
dr:D10158,dr:D10191,CI,Enzyme: MAOA / Target: MAOB
dr:D10158,dr:D10195,P,unclassified
dr:D10158,dr:D10200,P,unclassified
dr:D10158,dr:D10218,P,unclassified
dr:D10158,dr:D10252,P,unclassified
dr:D10158,dr:D10253,P,unclassified
dr:D10158,dr:D10293,P,unclassified
dr:D10158,dr:D10298,P,unclassified
dr:D10158,dr:D10317,P,unclassified
dr:D10158,dr:D10372,P,unclassified
dr:D10158,dr:D10424,P,unclassified
dr:D10158,dr:D10459,P,unclassified
dr:D10158,dr:D10466,P,unclassified
dr:D10158,dr:D10505,P,unclassified
dr:D10158,dr:D10551,P,unclassified
dr:D10158,dr:D10564,P,unclassified
dr:D10158,dr:D10566,P,unclassified
dr:D10158,dr:D10570,P,unclassified
dr:D10158,dr:D10588,P,unclassified
dr:D10158,dr:D10633,P,unclassified
dr:D10158,dr:D10643,P,unclassified
dr:D10158,dr:D10743,P,unclassified
dr:D10158,dr:D10744,P,unclassified
dr:D10158,dr:D10762,P,unclassified
dr:D10158,dr:D10774,P,unclassified
dr:D10158,dr:D10775,P,unclassified
dr:D10158,dr:D10801,P,unclassified
dr:D10158,dr:D10825,P,unclassified
dr:D10158,dr:D10854,P,unclassified
dr:D10158,dr:D10897,P,unclassified
dr:D10158,dr:D10926,P,unclassified
dr:D10158,dr:D10967,P,unclassified
dr:D10158,dr:D10990,P,unclassified
dr:D10158,dr:D10999,P,unclassified
dr:D10158,dr:D11012,P,unclassified
dr:D10158,dr:D11034,P,unclassified
dr:D10158,dr:D11040,P,unclassified
dr:D10158,dr:D11053,P,unclassified
dr:D10158,dr:D11064,P,unclassified
dr:D10158,dr:D11090,P,unclassified
dr:D10158,dr:D11109,P,unclassified
dr:D10158,dr:D11138,P,unclassified
dr:D10158,dr:D11194,P,unclassified
dr:D10158,dr:D11290,P,unclassified
dr:D10158,dr:D11296,P,unclassified
dr:D10158,dr:D11370,P,unclassified
dr:D10158,dr:D11371,P,unclassified
dr:D10158,dr:D11422,P,unclassified
dr:D10158,dr:D11454,P,unclassified
dr:D10158,dr:D11485,P,unclassified
dr:D10158,dr:D11557,P,unclassified
dr:D10158,dr:D11567,P,unclassified
dr:D10158,dr:D11674,P,unclassified
dr:D10158,dr:D11713,P,unclassified
dr:D10158,dr:D11804,P,unclassified
dr:D10158,dr:D11807,P,unclassified
dr:D10158,dr:D11816,P,unclassified
dr:D10158,dr:D11835,P,unclassified
dr:D10158,dr:D11861,P,unclassified
dr:D10158,dr:D11862,P,unclassified
dr:D10158,dr:D11873,P,unclassified
dr:D10158,dr:D11887,P,unclassified
dr:D10158,dr:D11920,P,unclassified
dr:D10158,dr:D11954,P,unclassified
dr:D10158,dr:D11970,P,unclassified
dr:D10158,dr:D12049,P,unclassified
dr:D10158,dr:D12050,P,unclassified
dr:D10158,dr:D12055,P,unclassified
dr:D10158,dr:D12245,P,unclassified
dr:D10158,dr:D12252,P,unclassified
dr:D10158,dr:D12358,P,unclassified
dr:D10158,dr:D12437,P,unclassified
dr:D10158,dr:D12442,P,unclassified
dr:D10158,dr:D12444,P,unclassified
dr:D10158,dr:D12494,P,unclassified
dr:D10158,dr:D12586,P,unclassified
dr:D10158,dr:D12837,P,unclassified
dr:D10158,dr:D13245,P,unclassified
