drug1,drug2,class,mechanism
dr:D02360,dr:D05374,P,Target: SLC6A4
dr:D02360,dr:D05375,P,Target: SLC6A4
dr:D02360,dr:D10191,CI,unclassified
dr:D02362,dr:D00785,CI,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D02362,dr:D00824,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D02362,dr:D02260,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D02362,dr:D02562,CI,unclassified
dr:D02362,dr:D02567,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D02362,dr:D03731,CI,Enzyme: CYP2D6 / CYP inhibition: CYP2D6
dr:D02362,dr:D05374,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D02362,dr:D05375,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D02362,dr:D10191,CI,unclassified
dr:D02559,dr:D00785,CI,unclassified
dr:D02559,dr:D00824,CI,unclassified
dr:D02559,dr:D00825,CI,unclassified
dr:D02559,dr:D02260,CI,unclassified
dr:D02559,dr:D02562,CI,unclassified
dr:D02559,dr:D02567,CI,unclassified
dr:D02559,dr:D03731,CI,unclassified
dr:D02559,dr:D05374,CI,unclassified
dr:D02559,dr:D05375,CI,unclassified
dr:D02559,dr:D10191,CI,Enzyme-Target: MAOA
dr:D02560,dr:D00785,CI,unclassified
dr:D02560,dr:D00824,CI,unclassified
dr:D02560,dr:D00825,CI,unclassified
dr:D02560,dr:D02260,CI,unclassified
dr:D02560,dr:D02562,CI,unclassified
dr:D02560,dr:D02567,CI,unclassified
dr:D02560,dr:D03731,CI,unclassified
dr:D02560,dr:D05374,CI,unclassified
dr:D02560,dr:D05375,CI,unclassified
dr:D02560,dr:D10191,CI,Enzyme-Target: MAOA
dr:D02561,dr:D00785,CI,CYP inhibition: CYP2D6
dr:D02561,dr:D00824,CI,CYP inhibition: CYP2C19 CYP2D6
dr:D02561,dr:D00825,CI,Enzyme: CYP2C19 / CYP inhibition: CYP2C19
dr:D02561,dr:D02260,CI,CYP inhibition: CYP2D6
dr:D02561,dr:D02562,CI,unclassified
dr:D02561,dr:D02567,CI,Enzyme: CYP2C19 / CYP inhibition: CYP2D6 CYP2C19
dr:D02561,dr:D03731,CI,CYP inhibition: CYP2D6
dr:D02561,dr:D05374,CI,CYP inhibition: CYP2D6
dr:D02561,dr:D05375,CI,CYP inhibition: CYP2D6
dr:D02561,dr:D10191,CI,Enzyme-Target: MAOA
dr:D02562,dr:D00326,CI,unclassified
dr:D02562,dr:D00346,CI,unclassified
dr:D02562,dr:D00505,CI,Target: MAOB
dr:D02562,dr:D00785,CI,Target: MAOB
dr:D02562,dr:D00822,CI,unclassified
dr:D02562,dr:D00823,CI,unclassified
dr:D02562,dr:D00824,"CI,P",CYP inhibition: CYP1A2
dr:D02562,dr:D00825,CI,unclassified
dr:D02562,dr:D00826,CI,Target: MAOB
dr:D02562,dr:D01097,CI,Target: MAOB
dr:D02562,dr:D01501,CI,unclassified
dr:D02562,dr:D01888,CI,Target: MAOB
dr:D02562,dr:D02002,CI,unclassified
dr:D02562,dr:D02260,CI,unclassified
dr:D02562,dr:D02360,CI,unclassified
dr:D02562,dr:D02362,CI,unclassified
dr:D02562,dr:D02559,CI,unclassified
dr:D02562,dr:D02560,CI,unclassified
dr:D02562,dr:D02561,CI,unclassified
dr:D02562,dr:D02563,CI,unclassified
dr:D02562,dr:D02564,CI,Target: MAOB
dr:D02562,dr:D02567,CI,unclassified
dr:D02562,dr:D02579,CI,Target: MAOB
dr:D02562,dr:D02580,CI,Target: MAOB
dr:D02562,dr:D02581,CI,unclassified
dr:D02562,dr:D02787,CI,unclassified
dr:D02562,dr:D03239,CI,Target: MAOB
dr:D02562,dr:D03248,CI,unclassified
dr:D02562,dr:D03409,CI,Target: MAOB
dr:D02562,dr:D03649,CI,unclassified
dr:D02562,dr:D03731,CI,Target: MAOB
dr:D02562,dr:D03733,CI,Target: MAOB
dr:D02562,dr:D04092,CI,Target: MAOB
dr:D02562,dr:D04105,CI,unclassified
dr:D02562,dr:D04681,CI,Target: MAOB
dr:D02562,dr:D05033,CI,Target: MAOB
dr:D02562,dr:D05039,CI,unclassified
dr:D02562,dr:D05040,CI,unclassified
dr:D02562,dr:D05374,CI,unclassified
dr:D02562,dr:D05375,CI,unclassified
dr:D02562,dr:D05491,CI,unclassified
dr:D02562,dr:D06367,CI,unclassified
dr:D02562,dr:D07337,CI,Target: MAOB
dr:D02562,dr:D07338,CI,Target: MAOB
dr:D02562,dr:D07704,CI,unclassified
dr:D02562,dr:D07705,CI,unclassified
dr:D02562,dr:D07913,CI,unclassified
dr:D02562,dr:D07984,"CI,P",CYP inhibition: CYP1A2
dr:D02562,dr:D08085,CI,Target: MAOB
dr:D02562,dr:D08349,CI,Target: MAOB
dr:D02562,dr:D08392,CI,unclassified
dr:D02562,dr:D08393,CI,unclassified
dr:D02562,dr:D08453,CI,Target: MAOB
dr:D02562,dr:D08469,CI,Enzyme: CYP1A2 / Target: MAOB
dr:D02562,dr:D08625,CI,Target: MAOB
dr:D02562,dr:D09773,CI,unclassified
dr:D02562,dr:D10158,CI,Target: MAOB
dr:D02562,dr:D10191,CI,Target: MAOB
dr:D02562,dr:D10829,CI,Enzyme: CYP1A2 / Target: MAOB
dr:D02563,dr:D00785,CI,unclassified
dr:D02563,dr:D00824,CI,unclassified
dr:D02563,dr:D00825,CI,unclassified
dr:D02563,dr:D02260,CI,unclassified
dr:D02563,dr:D02562,CI,unclassified
dr:D02563,dr:D02567,CI,unclassified
dr:D02563,dr:D03731,CI,unclassified
dr:D02563,dr:D05374,CI,unclassified
dr:D02563,dr:D05375,CI,unclassified
dr:D02563,dr:D10191,CI,Enzyme-Target: MAOA
dr:D02564,dr:D00346,P,unclassified
dr:D02564,dr:D00785,CI,Target: MAOB
dr:D02564,dr:D00824,CI,unclassified
dr:D02564,dr:D00825,CI,unclassified
dr:D02564,dr:D02260,CI,unclassified
dr:D02564,dr:D02562,CI,Target: MAOB
dr:D02564,dr:D02567,CI,unclassified
dr:D02564,dr:D03731,CI,Target: MAOB
dr:D02564,dr:D05374,CI,unclassified
dr:D02564,dr:D05375,CI,unclassified
dr:D02564,dr:D10191,CI,Target: MAOB / Enzyme-Target: MAOA
dr:D02567,dr:D00326,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2C19 CYP2D6
dr:D02567,dr:D00346,CI,unclassified
dr:D02567,dr:D00505,CI,unclassified
dr:D02567,dr:D00785,CI,Enzyme: CYP2D6 CYP3A4 / CYP inhibition: CYP2D6
dr:D02567,dr:D00822,P,Enzyme: CYP3A4 CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2C19 CYP2D6
dr:D02567,dr:D00823,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2C19 CYP2D6
dr:D02567,dr:D00824,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2C19 CYP2D6 CYP3A4
dr:D02567,dr:D00825,P,Enzyme: CYP2C19 CYP3A4 / Target: SLC6A4
dr:D02567,dr:D00826,CI,unclassified
dr:D02567,dr:D01097,CI,unclassified
dr:D02567,dr:D01501,CI,unclassified
dr:D02567,dr:D01888,CI,unclassified
dr:D02567,dr:D02002,CI,unclassified
dr:D02567,dr:D02260,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D02567,dr:D02360,P,Enzyme: CYP2C19 CYP3A4 / Target: SLC6A4
dr:D02567,dr:D02362,P,Enzyme: CYP2D6 / Target: SLC6A4 / CYP inhibition: CYP2D6
dr:D02567,dr:D02559,CI,unclassified
dr:D02567,dr:D02560,CI,unclassified
dr:D02567,dr:D02561,CI,Enzyme: CYP2C19 / CYP inhibition: CYP2D6 CYP2C19
dr:D02567,dr:D02562,CI,unclassified
