ssri_id,mao_id,included,classes,source_line
D02567,D03731,true,CI,485
D02567,D03733,true,CI,486
D02567,D04092,true,CI,487
D02567,D04681,true,CI,489
D02567,D05033,true,CI,490
D02567,D05039,true,CI,491
D02567,D05040,true,CI,492
D02567,D07337,true,CI,497
D02567,D07338,true,CI,498
D02567,D08085,true,CI,503
D02567,D08349,true,CI,504
D02567,D08392,true,CI,505
D02567,D08393,true,CI,506
D02567,D08453,true,CI,507
D02567,D08469,true,CI,508
D02567,D08625,true,CI,509
D02567,D09773,true,CI,510
D02567,D10158,true,CI,511
D02567,D10191,true,CI,512
D02567,D10829,true,CI,513
D02787,D00346,false,,
D02787,D00505,false,,
D02787,D00785,true,CI,544
D02787,D00826,false,,
D02787,D01097,false,,
D02787,D01501,false,,
D02787,D01888,false,,
D02787,D02002,false,,
D02787,D02559,false,,
D02787,D02560,false,,
D02787,D02561,false,,
D02787,D02562,true,CI,547
D02787,D02563,false,,
D02787,D02564,false,,
D02787,D02579,false,,
D02787,D02580,false,,
D02787,D02581,false,,
D02787,D03239,false,,
D02787,D03248,false,,
D02787,D03409,false,,
D02787,D03731,true,CI,549
D02787,D03733,false,,
D02787,D04092,false,,
D02787,D04681,false,,
D02787,D05033,false,,
D02787,D05039,false,,
D02787,D05040,false,,
D02787,D07337,false,,
D02787,D07338,false,,
D02787,D08085,false,,
D02787,D08349,false,,
D02787,D08392,false,,
D02787,D08393,false,,
D02787,D08453,false,,
D02787,D08469,false,,
D02787,D08625,false,,
D02787,D09773,false,,
D02787,D10158,false,,
D02787,D10191,true,CI,552
D02787,D10829,false,,
D03649,D00346,false,,
D03649,D00505,false,,
D03649,D00785,true,CI,583
D03649,D00826,false,,
D03649,D01097,false,,
D03649,D01501,false,,
D03649,D01888,false,,
D03649,D02002,false,,
D03649,D02559,false,,
D03649,D02560,false,,
D03649,D02561,false,,
D03649,D02562,true,CI,586
D03649,D02563,false,,
D03649,D02564,false,,
D03649,D02579,false,,
D03649,D02580,false,,
D03649,D02581,false,,
D03649,D03239,false,,
D03649,D03248,false,,
D03649,D03409,false,,
D03649,D03731,true,CI,588
D03649,D03733,false,,
D03649,D04092,false,,
D03649,D04681,false,,
D03649,D05033,false,,
D03649,D05039,false,,
D03649,D05040,false,,
D03649,D07337,false,,
D03649,D07338,false,,
D03649,D08085,false,,
D03649,D08349,false,,
D03649,D08392,false,,
D03649,D08393,false,,
D03649,D08453,false,,
D03649,D08469,false,,
D03649,D08625,false,,
D03649,D09773,false,,
D03649,D10158,false,,
D03649,D10191,true,CI,591
D03649,D10829,false,,
D04105,D00346,false,,
D04105,D00505,false,,
D04105,D00785,true,CI,671
D04105,D00826,false,,
D04105,D01097,false,,
D04105,D01501,false,,
D04105,D01888,false,,
D04105,D02002,false,,
D04105,D02559,false,,
D04105,D02560,false,,
D04105,D02561,false,,
D04105,D02562,true,CI,674
D04105,D02563,false,,
D04105,D02564,false,,
D04105,D02579,false,,
D04105,D02580,false,,
D04105,D02581,false,,
D04105,D03239,false,,
D04105,D03248,false,,
D04105,D03409,false,,
D04105,D03731,true,CI,676
D04105,D03733,false,,
D04105,D04092,false,,
D04105,D04681,false,,
D04105,D05033,false,,
D04105,D05039,false,,
D04105,D05040,false,,
D04105,D07337,false,,
D04105,D07338,false,,
D04105,D08085,false,,
D04105,D08349,false,,
D04105,D08392,false,,
D04105,D08393,false,,
D04105,D08453,false,,
D04105,D08469,false,,
D04105,D08625,false,,
D04105,D09773,false,,
D04105,D10158,false,,
D04105,D10191,true,CI,679
D04105,D10829,false,,
D05374,D00346,true,CI,721
D05374,D00505,true,CI,722
D05374,D00785,true,CI,723
D05374,D00826,true,CI,728
D05374,D01097,true,CI,729
D05374,D01501,true,CI,730
D05374,D01888,true,CI,731
D05374,D02002,true,CI,732
D05374,D02559,true,CI,736
D05374,D02560,true,CI,737
D05374,D02561,true,CI,738
D05374,D02562,true,CI,739
D05374,D02563,true,CI,740
D05374,D02564,true,CI,741
D05374,D02579,true,CI,743
D05374,D02580,true,CI,744
D05374,D02581,true,CI,745
D05374,D03239,true,CI,747
D05374,D03248,true,CI,748
D05374,D03409,true,CI,749
D05374,D03731,true,CI,751
D05374,D03733,true,CI,752
D05374,D04092,true,CI,753
D05374,D04681,true,CI,755
D05374,D05033,true,CI,756
D05374,D05039,true,CI,757
D05374,D05040,true,CI,758
D05374,D07337,true,CI,762
D05374,D07338,true,CI,763
D05374,D08085,true,CI,768
D05374,D08349,true,CI,769
D05374,D08392,true,CI,770
D05374,D08393,true,CI,771
D05374,D08453,true,CI,772
D05374,D08469,true,CI,773
D05374,D08625,true,CI,774
D05374,D09773,true,CI,775
D05374,D10158,true,CI,776
D05374,D10191,true,CI,777
D05374,D10829,true,CI,778
D05375,D00346,true,CI,780
D05375,D00505,true,CI,781
D05375,D00785,true,CI,782
D05375,D00826,true,CI,787
D05375,D01097,true,CI,788
D05375,D01501,true,CI,789
D05375,D01888,true,CI,790
D05375,D02002,true,CI,791
D05375,D02559,true,CI,795
D05375,D02560,true,CI,796
D05375,D02561,true,CI,797
D05375,D02562,true,CI,798
D05375,D02563,true,CI,799
D05375,D02564,true,CI,800
D05375,D02579,true,CI,802
D05375,D02580,true,CI,803
D05375,D02581,true,CI,804
D05375,D03239,true,CI,806
D05375,D03248,true,CI,807
D05375,D03409,true,CI,808
D05375,D03731,true,CI,810
D05375,D03733,true,CI,811
D05375,D04092,true,CI,812
D05375,D04681,true,CI,814
D05375,D05033,true,CI,815
D05375,D05039,true,CI,816
D05375,D05040,true,CI,817
D05375,D07337,true,CI,821
D05375,D07338,true,CI,822
D05375,D08085,true,CI,827
D05375,D08349,true,CI,828
D05375,D08392,true,CI,829
D05375,D08393,true,CI,830
D05375,D08453,true,CI,831
D05375,D08469,true,CI,832
D05375,D08625,true,CI,833
D05375,D09773,true,CI,834
D05375,D10158,true,CI,835
D05375,D10191,true,CI,836
D05375,D10829,true,CI,837
D05491,D00346,false,,
D05491,D00505,false,,
D05491,D00785,true,CI,838
D05491,D00826,false,,
D05491,D01097,false,,
D05491,D01501,false,,
D05491,D01888,false,,
D05491,D02002,false,,
D05491,D02559,false,,
D05491,D02560,false,,
D05491,D02561,false,,
D05491,D02562,true,CI,841
D05491,D02563,false,,
D05491,D02564,false,,
D05491,D02579,false,,
D05491,D02580,false,,
D05491,D02581,false,,
D05491,D03239,false,,
D05491,D03248,false,,
D05491,D03409,false,,
D05491,D03731,true,CI,843
D05491,D03733,false,,
D05491,D04092,false,,
D05491,D04681,false,,
D05491,D05033,false,,
D05491,D05039,false,,
D05491,D05040,false,,
D05491,D07337,false,,
D05491,D07338,false,,
D05491,D08085,false,,
D05491,D08349,false,,
D05491,D08392,false,,
D05491,D08393,false,,
D05491,D08453,false,,
D05491,D08469,false,,
D05491,D08625,false,,
D05491,D09773,false,,
D05491,D10158,false,,
D05491,D10191,true,CI,846
D05491,D10829,false,,
D06367,D00346,false,,
D06367,D00505,false,,
D06367,D00785,true,CI,847
D06367,D00826,false,,
D06367,D01097,false,,
D06367,D01501,false,,
D06367,D01888,false,,
D06367,D02002,false,,
D06367,D02559,false,,
D06367,D02560,false,,
D06367,D02561,false,,
D06367,D02562,true,CI,850
D06367,D02563,false,,
D06367,D02564,false,,
D06367,D02579,false,,
D06367,D02580,false,,
D06367,D02581,false,,
D06367,D03239,false,,
D06367,D03248,false,,
D06367,D03409,false,,
D06367,D03731,true,CI,852
D06367,D03733,false,,
D06367,D04092,false,,
D06367,D04681,false,,
D06367,D05033,false,,
D06367,D05039,false,,
D06367,D05040,false,,
D06367,D07337,false,,
D06367,D07338,false,,
D06367,D08085,false,,
D06367,D08349,false,,
D06367,D08392,false,,
D06367,D08393,false,,
D06367,D08453,false,,
D06367,D08469,false,,
D06367,D08625,false,,
D06367,D09773,false,,
D06367,D10158,false,,
D06367,D10191,true,CI,855
D06367,D10829,false,,
D07704,D00346,false,,
D07704,D00505,false,,
D07704,D00785,true,CI,876
D07704,D00826,false,,
D07704,D01097,false,,
D07704,D01501,false,,
D07704,D01888,false,,
D07704,D02002,false,,
D07704,D02559,false,,
D07704,D02560,false,,
D07704,D02561,false,,
D07704,D02562,true,CI,879
D07704,D02563,false,,
D07704,D02564,false,,
D07704,D02579,false,,
D07704,D02580,false,,
D07704,D02581,false,,
D07704,D03239,false,,
D07704,D03248,false,,
D07704,D03409,false,,
D07704,D03731,true,CI,881
D07704,D03733,false,,
D07704,D04092,false,,
D07704,D04681,false,,
D07704,D05033,false,,
D07704,D05039,false,,
D07704,D05040,false,,
D07704,D07337,false,,
D07704,D07338,false,,
D07704,D08085,false,,
D07704,D08349,false,,
D07704,D08392,false,,
D07704,D08393,false,,
D07704,D08453,false,,
D07704,D08469,false,,
D07704,D08625,false,,
D07704,D09773,false,,
D07704,D10158,false,,
D07704,D10191,true,CI,884
D07704,D10829,false,,
D07705,D00346,false,,
D07705,D00505,false,,
D07705,D00785,true,CI,885
D07705,D00826,false,,
D07705,D01097,false,,
D07705,D01501,false,,
D07705,D01888,false,,
D07705,D02002,false,,
D07705,D02559,false,,
D07705,D02560,false,,
D07705,D02561,false,,
D07705,D02562,true,CI,888
D07705,D02563,false,,
D07705,D02564,false,,
D07705,D02579,false,,
D07705,D02580,false,,
D07705,D02581,false,,
D07705,D03239,false,,
D07705,D03248,false,,
D07705,D03409,false,,
D07705,D03731,true,CI,890
D07705,D03733,false,,
D07705,D04092,false,,
D07705,D04681,false,,
D07705,D05033,false,,
D07705,D05039,false,,
D07705,D05040,false,,
D07705,D07337,false,,
D07705,D07338,false,,
D07705,D08085,false,,
D07705,D08349,false,,
D07705,D08392,false,,
D07705,D08393,false,,
D07705,D08453,false,,
D07705,D08469,false,,
D07705,D08625,false,,
D07705,D09773,false,,
D07705,D10158,false,,
D07705,D10191,true,CI,893
D07705,D10829,false,,
D07913,D00346,false,,
D07913,D00505,false,,
D07913,D00785,true,CI,894
D07913,D00826,false,,
D07913,D01097,false,,
D07913,D01501,false,,
D07913,D01888,false,,
D07913,D02002,false,,
D07913,D02559,false,,
D07913,D02560,false,,
D07913,D02561,false,,
D07913,D02562,true,CI,897
D07913,D02563,false,,
D07913,D02564,false,,
D07913,D02579,false,,
D07913,D02580,false,,
D07913,D02581,false,,
D07913,D03239,false,,
D07913,D03248,false,,
D07913,D03409,false,,
D07913,D03731,true,CI,899
D07913,D03733,false,,
D07913,D04092,false,,
D07913,D04681,false,,
D07913,D05033,false,,
D07913,D05039,false,,
D07913,D05040,false,,
D07913,D07337,false,,
D07913,D07338,false,,
D07913,D08085,false,,
D07913,D08349,false,,
D07913,D08392,false,,
D07913,D08393,false,,
D07913,D08453,false,,
D07913,D08469,false,,
D07913,D08625,false,,
D07913,D09773,false,,
D07913,D10158,false,,
D07913,D10191,true,CI,902
D07913,D10829,false,,
D07984,D00346,false,,
D07984,D00505,false,,
D07984,D00785,true,CI,903
D07984,D00826,false,,
D07984,D01097,false,,
D07984,D01501,false,,
D07984,D01888,false,,
D07984,D02002,false,,
D07984,D02559,false,,
D07984,D02560,false,,
D07984,D02561,false,,
D07984,D02562,true,"CI,P",906
D07984,D02563,false,,
D07984,D02564,false,,
D07984,D02579,false,,
D07984,D02580,false,,
D07984,D02581,false,,
D07984,D03239,false,,
D07984,D03248,false,,
D07984,D03409,false,,
D07984,D03731,true,CI,908
D07984,D03733,false,,
D07984,D04092,false,,
D07984,D04681,false,,
D07984,D05033,false,,
D07984,D05039,false,,
D07984,D05040,false,,
D07984,D07337,false,,
D07984,D07338,false,,
D07984,D08085,false,,
D07984,D08349,false,,
D07984,D08392,false,,
D07984,D08393,false,,
D07984,D08453,false,,
D07984,D08469,false,,
D07984,D08625,false,,
D07984,D09773,false,,
D07984,D10158,false,,
D07984,D10191,true,CI,911
D07984,D10829,false,,
