cve_id,matchCriteriaId,criteria,vulnerable,status,visible_matches,versionStartIncluding,versionStartExcluding,versionEndIncluding,versionEndExcluding,configuration_path,match_source_id
CVE-2003-0659,064F4E76-1B89-4FA5-97ED-64624285C014,cpe:2.3:o:microsoft:windows_nt:4.0:sp1:enterprise_server:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[15],d0037
CVE-2003-0659,089A953C-8446-4E6F-B506-430C38DF37B1,cpe:2.3:o:microsoft:windows_nt:4.0:sp1:server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[16],d0037
CVE-2003-0659,12ED7363-6EEE-4688-A9B7-C5EB1107A7B4,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:workstation:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[34],d0037
CVE-2003-0659,224F8968-9F4C-4727-AAA3-61F5578EF54C,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:terminal_server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[25],d0037
CVE-2003-0659,237D7C18-C8D6-4FDB-A160-FA17DD46A55A,cpe:2.3:o:microsoft:windows_nt:4.0:*:enterprise_server:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[11],d0037
CVE-2003-0659,294EBA01-147B-4DA0-937E-ACBB655EDE53,cpe:2.3:o:microsoft:windows_2000:*:sp1:*:*:*:*:*:*,1,Active,9,,,,,$.configurations[0].nodes[0].cpeMatch[1],d0037
CVE-2003-0659,34ACB544-87DD-4D9A-99F0-A10F48C1EE05,cpe:2.3:o:microsoft:windows_2003_server:r2:*:datacenter_64-bit:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[8],d0037
CVE-2003-0659,35346A7B-2CB5-446D-B0C3-1F21D71A746D,cpe:2.3:o:microsoft:windows_nt:4.0:*:workstation:*:*:*:*:*,1,Active,9,,,,,$.configurations[0].nodes[0].cpeMatch[14],d0037
CVE-2003-0659,363E3895-A19B-42EC-B479-765168DC0B17,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:enterprise_server:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[27],d0037
CVE-2003-0659,407DA6E8-0832-49FE-AE14-35C104C237EC,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:terminal_server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[29],d0037
CVE-2003-0659,416F06DD-980E-4A54-822D-CBA499FD1F86,cpe:2.3:o:microsoft:windows_nt:4.0:sp1:workstation:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[18],d0037
CVE-2003-0659,49693FA0-BF34-438B-AFF2-75ACC8A6D2E6,cpe:2.3:o:microsoft:windows_xp:*:sp1:home:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[48],d0037
CVE-2003-0659,4BF263CB-4239-4DB0-867C-9069ED02CAD7,cpe:2.3:o:microsoft:windows_xp:*:gold:professional:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[45],d0037
CVE-2003-0659,4E545C63-FE9C-4CA1-AF0F-D999D84D2AFD,cpe:2.3:o:microsoft:windows_2000:*:*:*:*:*:*:*:*,1,Active,52,,,,,$.configurations[0].nodes[0].cpeMatch[0],d0037
CVE-2003-0659,4E8B7346-F2AA-434C-A048-7463EC1BB117,cpe:2.3:o:microsoft:windows_2000:*:sp2:*:*:*:*:*:*,1,Active,9,,,,,$.configurations[0].nodes[0].cpeMatch[2],d0037
CVE-2003-0659,5D42E51C-740A-4441-8BAF-D073111B984C,cpe:2.3:o:microsoft:windows_2003_server:r2:*:64-bit:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[7],d0037
CVE-2003-0659,656AE014-AEEC-46E8-A696-61FEA7932F21,cpe:2.3:o:microsoft:windows_nt:4.0:sp2:server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[20],d0037
CVE-2003-0659,6E7E6AD3-5418-4FEA-84B5-833059CA880D,cpe:2.3:o:microsoft:windows_nt:4.0:*:terminal_server:*:*:*:*:*,1,Active,9,,,,,$.configurations[0].nodes[0].cpeMatch[13],d0037
CVE-2003-0659,74AD256D-4BCE-41FB-AD73-C5C63A59A06D,cpe:2.3:o:microsoft:windows_2003_server:standard:*:64-bit:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[9],d0037
CVE-2003-0659,7C5FCE82-1E2F-49B9-B504-8C03F2BCF296,cpe:2.3:o:microsoft:windows_nt:4.0:*:server:*:*:*:*:*,1,Active,9,,,,,$.configurations[0].nodes[0].cpeMatch[12],d0037
CVE-2003-0659,81B7961D-151D-4773-80CB-CCD0456BFEAA,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:enterprise_server:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[31],d0037
CVE-2003-0659,82781A72-A34F-4668-9EE8-C203B04E3367,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[32],d0037
CVE-2003-0659,83E7C4A0-78CF-4B56-82BF-EC932BDD8ADF,cpe:2.3:o:microsoft:windows_2000:*:sp4:*:*:*:*:*:*,1,Active,10,,,,,$.configurations[0].nodes[0].cpeMatch[4],d0037
CVE-2003-0659,88B70B7A-5BCC-4626-AAC7-D1ACFF25D66E,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:workstation:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[30],d0037
CVE-2003-0659,90CFA69B-7814-4F97-A14D-D76310065CF3,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[40],d0037
CVE-2003-0659,91D6D065-A28D-49DA-B7F4-38421FF86498,cpe:2.3:o:microsoft:windows_xp:*:*:64-bit:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[42],d0037
CVE-2003-0659,93BA426E-DD51-44AC-BE78-3164670FF9E1,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[24],d0037
CVE-2003-0659,A08D0EA1-DA1B-4C52-883A-3F156F032517,cpe:2.3:o:microsoft:windows_nt:4.0:sp2:workstation:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[22],d0037
CVE-2003-0659,AB6ADBAF-6EB0-4CFA-9D33-A814AC20484E,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:workstation:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[41],d0037
CVE-2003-0659,ADEBB882-1C55-4B7B-B4CF-F1B23502FD90,cpe:2.3:o:microsoft:windows_xp:*:sp1:embedded:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[47],d0037
CVE-2003-0659,AFE612D2-DF38-404F-AED1-B8C9C24012DE,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:terminal_server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[33],d0037
CVE-2003-0659,B127407D-AE50-4AFE-A780-D85B5AF44A2D,cpe:2.3:o:microsoft:windows_2003_server:enterprise_64-bit:*:*:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[6],d0037
CVE-2003-0659,B3BBBB2E-1699-4E1E-81BB-7A394DD6B31D,cpe:2.3:o:microsoft:windows_xp:*:sp1:64-bit:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[46],d0037
CVE-2003-0659,B518E945-5FDE-4A37-878D-6946653C91F7,cpe:2.3:o:microsoft:windows_2003_server:web:*:*:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[10],d0037
CVE-2003-0659,B5CAF64E-98AA-4813-A2A2-5AC3387CF230,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:enterprise_server:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[35],d0037
CVE-2003-0659,B95B2BE4-B4E0-4B77-9999-53B9224F5CB1,cpe:2.3:o:microsoft:windows_xp:*:*:embedded:*:*:*:*:*,1,Active,4,,,,,$.configurations[0].nodes[0].cpeMatch[43],d0037
CVE-2003-0659,BC176BB0-1655-4BEA-A841-C4158167CC9B,cpe:2.3:o:microsoft:windows_xp:*:*:home:*:*:*:*:*,1,Active,4,,,,,$.configurations[0].nodes[0].cpeMatch[44],d0037
CVE-2003-0659,BCC5E316-FB61-408B-BAA2-7FE03D581250,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:terminal_server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[37],d0037
CVE-2003-0659,BCDFDBBA-6C4F-472A-9F4F-461C424794E7,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[36],d0037
CVE-2003-0659,BE1A6107-DE00-4A1C-87FC-9E4015165B5B,cpe:2.3:o:microsoft:windows_2000:*:sp3:*:*:*:*:*:*,1,Active,9,,,,,$.configurations[0].nodes[0].cpeMatch[3],d0037
CVE-2003-0659,CA7BA525-6DB8-4444-934A-932AFED69816,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:enterprise_server:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[39],d0037
CVE-2003-0659,DA267420-56C5-4697-B0AA-52932F78B24B,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:enterprise_server:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[23],d0037
CVE-2003-0659,E69D0E21-8C62-403E-8097-2CA403CBBB1B,cpe:2.3:o:microsoft:windows_2003_server:enterprise:*:64-bit:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[5],d0037
CVE-2003-0659,EA262C44-C0E6-493A-B8E5-4D26E4013226,cpe:2.3:o:microsoft:windows_nt:4.0:sp1:terminal_server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[17],d0037
CVE-2003-0659,EB519FE0-9E7D-4E71-8873-356C9D7CEAB5,cpe:2.3:o:microsoft:windows_nt:4.0:sp2:terminal_server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[21],d0037
CVE-2003-0659,EDDD8DA8-D074-4543-AEDF-F856B5567F21,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:workstation:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[38],d0037
CVE-2003-0659,F66DC6FF-2B3D-4718-838F-9E055E89961F,cpe:2.3:o:microsoft:windows_nt:4.0:sp2:enterprise_server:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[19],d0037
CVE-2003-0659,FBBBF25A-709B-4716-9894-AD82180091AD,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[28],d0037
CVE-2003-0660,02BE9817-E1AE-4619-8302-CA7AA4167F48,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:workstation:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[26],d0038
CVE-2003-0660,064F4E76-1B89-4FA5-97ED-64624285C014,cpe:2.3:o:microsoft:windows_nt:4.0:sp1:enterprise_server:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[15],d0038
CVE-2003-0660,089A953C-8446-4E6F-B506-430C38DF37B1,cpe:2.3:o:microsoft:windows_nt:4.0:sp1:server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[16],d0038
CVE-2003-0660,12ED7363-6EEE-4688-A9B7-C5EB1107A7B4,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:workstation:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[34],d0038
CVE-2003-0660,224F8968-9F4C-4727-AAA3-61F5578EF54C,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:terminal_server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[25],d0038
CVE-2003-0660,237D7C18-C8D6-4FDB-A160-FA17DD46A55A,cpe:2.3:o:microsoft:windows_nt:4.0:*:enterprise_server:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[11],d0038
CVE-2003-0660,294EBA01-147B-4DA0-937E-ACBB655EDE53,cpe:2.3:o:microsoft:windows_2000:*:sp1:*:*:*:*:*:*,1,Active,9,,,,,$.configurations[0].nodes[0].cpeMatch[1],d0038
CVE-2003-0660,34ACB544-87DD-4D9A-99F0-A10F48C1EE05,cpe:2.3:o:microsoft:windows_2003_server:r2:*:datacenter_64-bit:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[8],d0038
CVE-2003-0660,35346A7B-2CB5-446D-B0C3-1F21D71A746D,cpe:2.3:o:microsoft:windows_nt:4.0:*:workstation:*:*:*:*:*,1,Active,9,,,,,$.configurations[0].nodes[0].cpeMatch[14],d0038
CVE-2003-0660,363E3895-A19B-42EC-B479-765168DC0B17,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:enterprise_server:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[27],d0038
CVE-2003-0660,407DA6E8-0832-49FE-AE14-35C104C237EC,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:terminal_server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[29],d0038
CVE-2003-0660,416F06DD-980E-4A54-822D-CBA499FD1F86,cpe:2.3:o:microsoft:windows_nt:4.0:sp1:workstation:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[18],d0038
CVE-2003-0660,49693FA0-BF34-438B-AFF2-75ACC8A6D2E6,cpe:2.3:o:microsoft:windows_xp:*:sp1:home:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[48],d0038
CVE-2003-0660,4BF263CB-4239-4DB0-867C-9069ED02CAD7,cpe:2.3:o:microsoft:windows_xp:*:gold:professional:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[45],d0038
CVE-2003-0660,4E545C63-FE9C-4CA1-AF0F-D999D84D2AFD,cpe:2.3:o:microsoft:windows_2000:*:*:*:*:*:*:*:*,1,Active,52,,,,,$.configurations[0].nodes[0].cpeMatch[0],d0038
CVE-2003-0660,4E8B7346-F2AA-434C-A048-7463EC1BB117,cpe:2.3:o:microsoft:windows_2000:*:sp2:*:*:*:*:*:*,1,Active,9,,,,,$.configurations[0].nodes[0].cpeMatch[2],d0038
CVE-2003-0660,5D42E51C-740A-4441-8BAF-D073111B984C,cpe:2.3:o:microsoft:windows_2003_server:r2:*:64-bit:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[7],d0038
CVE-2003-0660,656AE014-AEEC-46E8-A696-61FEA7932F21,cpe:2.3:o:microsoft:windows_nt:4.0:sp2:server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[20],d0038
CVE-2003-0660,6E7E6AD3-5418-4FEA-84B5-833059CA880D,cpe:2.3:o:microsoft:windows_nt:4.0:*:terminal_server:*:*:*:*:*,1,Active,9,,,,,$.configurations[0].nodes[0].cpeMatch[13],d0038
CVE-2003-0660,74AD256D-4BCE-41FB-AD73-C5C63A59A06D,cpe:2.3:o:microsoft:windows_2003_server:standard:*:64-bit:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[9],d0038
CVE-2003-0660,7C5FCE82-1E2F-49B9-B504-8C03F2BCF296,cpe:2.3:o:microsoft:windows_nt:4.0:*:server:*:*:*:*:*,1,Active,9,,,,,$.configurations[0].nodes[0].cpeMatch[12],d0038
CVE-2003-0660,81B7961D-151D-4773-80CB-CCD0456BFEAA,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:enterprise_server:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[31],d0038
CVE-2003-0660,82781A72-A34F-4668-9EE8-C203B04E3367,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[32],d0038
CVE-2003-0660,83E7C4A0-78CF-4B56-82BF-EC932BDD8ADF,cpe:2.3:o:microsoft:windows_2000:*:sp4:*:*:*:*:*:*,1,Active,10,,,,,$.configurations[0].nodes[0].cpeMatch[4],d0038
CVE-2003-0660,88B70B7A-5BCC-4626-AAC7-D1ACFF25D66E,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:workstation:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[30],d0038
CVE-2003-0660,90CFA69B-7814-4F97-A14D-D76310065CF3,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[40],d0038
CVE-2003-0660,91D6D065-A28D-49DA-B7F4-38421FF86498,cpe:2.3:o:microsoft:windows_xp:*:*:64-bit:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[42],d0038
CVE-2003-0660,93BA426E-DD51-44AC-BE78-3164670FF9E1,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[24],d0038
CVE-2003-0660,A08D0EA1-DA1B-4C52-883A-3F156F032517,cpe:2.3:o:microsoft:windows_nt:4.0:sp2:workstation:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[22],d0038
CVE-2003-0660,AB6ADBAF-6EB0-4CFA-9D33-A814AC20484E,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:workstation:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[41],d0038
CVE-2003-0660,ADEBB882-1C55-4B7B-B4CF-F1B23502FD90,cpe:2.3:o:microsoft:windows_xp:*:sp1:embedded:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[47],d0038
CVE-2003-0660,AFE612D2-DF38-404F-AED1-B8C9C24012DE,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:terminal_server:*:*:*:*:*,1,Active,1,,,,,$.configurations[0].nodes[0].cpeMatch[33],d0038
CVE-2003-0660,B127407D-AE50-4AFE-A780-D85B5AF44A2D,cpe:2.3:o:microsoft:windows_2003_server:enterprise_64-bit:*:*:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[6],d0038
CVE-2003-0660,B3BBBB2E-1699-4E1E-81BB-7A394DD6B31D,cpe:2.3:o:microsoft:windows_xp:*:sp1:64-bit:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[46],d0038
CVE-2003-0660,B518E945-5FDE-4A37-878D-6946653C91F7,cpe:2.3:o:microsoft:windows_2003_server:web:*:*:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[10],d0038
CVE-2003-0660,B5CAF64E-98AA-4813-A2A2-5AC3387CF230,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:enterprise_server:*:*:*:*:*,1,Active,0,,,,,$.configurations[0].nodes[0].cpeMatch[35],d0038
CVE-2003-0660,B95B2BE4-B4E0-4B77-9999-53B9224F5CB1,cpe:2.3:o:microsoft:windows_xp:*:*:embedded:*:*:*:*:*,1,Active,4,,,,,$.configurations[0].nodes[0].cpeMatch[43],d0038
CVE-2003-0660,BC176BB0-1655-4BEA-A841-C4158167CC9B,cpe:2.3:o:microsoft:windows_xp:*:*:home:*:*:*:*:*,1,Active,4,,,,,$.configurations[0].nodes[0].cpeMatch[44],d0038
