cve_id,matchCriteriaId,criteria
CVE-2002-1569,B2CDF1F6-AEA8-493B-AF8E-B06C2AFD0DCC,cpe:2.3:a:gv:gv:2.7b1:*:*:*:*:*:*:*
CVE-2002-1569,BDB7A45D-C67B-4D46-94AF-3BAA75C06157,cpe:2.3:a:gv:gv:2.9.4:*:*:*:*:*:*:*
CVE-2002-1569,CE42231C-7764-41ED-B7A3-641CFC58BBC8,cpe:2.3:a:gv:gv:3.4.2:*:*:*:*:*:*:*
CVE-2002-1569,D68136DD-B309-47D7-9320-D48EF6E0F9B9,cpe:2.3:a:gv:gv:3.0.0:*:*:*:*:*:*:*
CVE-2002-1569,D8C56CA2-6EAA-4F86-B637-69602FCA12BF,cpe:2.3:a:ghostview:ghostview:1.4:*:*:*:*:*:*:*
CVE-2002-1569,DA5F8E03-79D8-4C2B-AD85-59D23B5B202A,cpe:2.3:a:ghostview:ghostview:1.3:*:*:*:*:*:*:*
CVE-2002-1569,DAE9A7B0-6DF8-44BC-A9EC-7EB89AC91722,cpe:2.3:a:gv:gv:3.4.12:*:*:*:*:*:*:*
CVE-2002-1569,DB5E5D66-FF08-4B26-A2BD-421E7FFF73B2,cpe:2.3:a:gv:gv:3.5.2:*:*:*:*:*:*:*
CVE-2002-1569,E062D50D-DEFA-45A6-B749-E3B7CAACD621,cpe:2.3:a:gv:gv:2.7b2:*:*:*:*:*:*:*
CVE-2003-0659,064F4E76-1B89-4FA5-97ED-64624285C014,cpe:2.3:o:microsoft:windows_nt:4.0:sp1:enterprise_server:*:*:*:*:*
CVE-2003-0659,237D7C18-C8D6-4FDB-A160-FA17DD46A55A,cpe:2.3:o:microsoft:windows_nt:4.0:*:enterprise_server:*:*:*:*:*
CVE-2003-0659,34ACB544-87DD-4D9A-99F0-A10F48C1EE05,cpe:2.3:o:microsoft:windows_2003_server:r2:*:datacenter_64-bit:*:*:*:*:*
CVE-2003-0659,363E3895-A19B-42EC-B479-765168DC0B17,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:enterprise_server:*:*:*:*:*
CVE-2003-0659,5D42E51C-740A-4441-8BAF-D073111B984C,cpe:2.3:o:microsoft:windows_2003_server:r2:*:64-bit:*:*:*:*:*
CVE-2003-0659,74AD256D-4BCE-41FB-AD73-C5C63A59A06D,cpe:2.3:o:microsoft:windows_2003_server:standard:*:64-bit:*:*:*:*:*
CVE-2003-0659,81B7961D-151D-4773-80CB-CCD0456BFEAA,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:enterprise_server:*:*:*:*:*
CVE-2003-0659,91D6D065-A28D-49DA-B7F4-38421FF86498,cpe:2.3:o:microsoft:windows_xp:*:*:64-bit:*:*:*:*:*
CVE-2003-0659,B127407D-AE50-4AFE-A780-D85B5AF44A2D,cpe:2.3:o:microsoft:windows_2003_server:enterprise_64-bit:*:*:*:*:*:*:*
CVE-2003-0659,B3BBBB2E-1699-4E1E-81BB-7A394DD6B31D,cpe:2.3:o:microsoft:windows_xp:*:sp1:64-bit:*:*:*:*:*
CVE-2003-0659,B518E945-5FDE-4A37-878D-6946653C91F7,cpe:2.3:o:microsoft:windows_2003_server:web:*:*:*:*:*:*:*
CVE-2003-0659,B5CAF64E-98AA-4813-A2A2-5AC3387CF230,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:enterprise_server:*:*:*:*:*
CVE-2003-0659,CA7BA525-6DB8-4444-934A-932AFED69816,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:enterprise_server:*:*:*:*:*
CVE-2003-0659,DA267420-56C5-4697-B0AA-52932F78B24B,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:enterprise_server:*:*:*:*:*
CVE-2003-0659,E69D0E21-8C62-403E-8097-2CA403CBBB1B,cpe:2.3:o:microsoft:windows_2003_server:enterprise:*:64-bit:*:*:*:*:*
CVE-2003-0659,F66DC6FF-2B3D-4718-838F-9E055E89961F,cpe:2.3:o:microsoft:windows_nt:4.0:sp2:enterprise_server:*:*:*:*:*
CVE-2003-0660,064F4E76-1B89-4FA5-97ED-64624285C014,cpe:2.3:o:microsoft:windows_nt:4.0:sp1:enterprise_server:*:*:*:*:*
CVE-2003-0660,237D7C18-C8D6-4FDB-A160-FA17DD46A55A,cpe:2.3:o:microsoft:windows_nt:4.0:*:enterprise_server:*:*:*:*:*
CVE-2003-0660,34ACB544-87DD-4D9A-99F0-A10F48C1EE05,cpe:2.3:o:microsoft:windows_2003_server:r2:*:datacenter_64-bit:*:*:*:*:*
CVE-2003-0660,363E3895-A19B-42EC-B479-765168DC0B17,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:enterprise_server:*:*:*:*:*
CVE-2003-0660,5D42E51C-740A-4441-8BAF-D073111B984C,cpe:2.3:o:microsoft:windows_2003_server:r2:*:64-bit:*:*:*:*:*
CVE-2003-0660,74AD256D-4BCE-41FB-AD73-C5C63A59A06D,cpe:2.3:o:microsoft:windows_2003_server:standard:*:64-bit:*:*:*:*:*
CVE-2003-0660,81B7961D-151D-4773-80CB-CCD0456BFEAA,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:enterprise_server:*:*:*:*:*
CVE-2003-0660,91D6D065-A28D-49DA-B7F4-38421FF86498,cpe:2.3:o:microsoft:windows_xp:*:*:64-bit:*:*:*:*:*
CVE-2003-0660,B127407D-AE50-4AFE-A780-D85B5AF44A2D,cpe:2.3:o:microsoft:windows_2003_server:enterprise_64-bit:*:*:*:*:*:*:*
CVE-2003-0660,B3BBBB2E-1699-4E1E-81BB-7A394DD6B31D,cpe:2.3:o:microsoft:windows_xp:*:sp1:64-bit:*:*:*:*:*
CVE-2003-0660,B518E945-5FDE-4A37-878D-6946653C91F7,cpe:2.3:o:microsoft:windows_2003_server:web:*:*:*:*:*:*:*
CVE-2003-0660,B5CAF64E-98AA-4813-A2A2-5AC3387CF230,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:enterprise_server:*:*:*:*:*
CVE-2003-0660,CA7BA525-6DB8-4444-934A-932AFED69816,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:enterprise_server:*:*:*:*:*
CVE-2003-0660,DA267420-56C5-4697-B0AA-52932F78B24B,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:enterprise_server:*:*:*:*:*
CVE-2003-0660,E69D0E21-8C62-403E-8097-2CA403CBBB1B,cpe:2.3:o:microsoft:windows_2003_server:enterprise:*:64-bit:*:*:*:*:*
CVE-2003-0660,F66DC6FF-2B3D-4718-838F-9E055E89961F,cpe:2.3:o:microsoft:windows_nt:4.0:sp2:enterprise_server:*:*:*:*:*
CVE-2003-0711,064F4E76-1B89-4FA5-97ED-64624285C014,cpe:2.3:o:microsoft:windows_nt:4.0:sp1:enterprise_server:*:*:*:*:*
CVE-2003-0711,237D7C18-C8D6-4FDB-A160-FA17DD46A55A,cpe:2.3:o:microsoft:windows_nt:4.0:*:enterprise_server:*:*:*:*:*
CVE-2003-0711,34ACB544-87DD-4D9A-99F0-A10F48C1EE05,cpe:2.3:o:microsoft:windows_2003_server:r2:*:datacenter_64-bit:*:*:*:*:*
CVE-2003-0711,363E3895-A19B-42EC-B479-765168DC0B17,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:enterprise_server:*:*:*:*:*
CVE-2003-0711,5D42E51C-740A-4441-8BAF-D073111B984C,cpe:2.3:o:microsoft:windows_2003_server:r2:*:64-bit:*:*:*:*:*
CVE-2003-0711,74AD256D-4BCE-41FB-AD73-C5C63A59A06D,cpe:2.3:o:microsoft:windows_2003_server:standard:*:64-bit:*:*:*:*:*
CVE-2003-0711,81B7961D-151D-4773-80CB-CCD0456BFEAA,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:enterprise_server:*:*:*:*:*
CVE-2003-0711,91D6D065-A28D-49DA-B7F4-38421FF86498,cpe:2.3:o:microsoft:windows_xp:*:*:64-bit:*:*:*:*:*
CVE-2003-0711,B127407D-AE50-4AFE-A780-D85B5AF44A2D,cpe:2.3:o:microsoft:windows_2003_server:enterprise_64-bit:*:*:*:*:*:*:*
CVE-2003-0711,B3BBBB2E-1699-4E1E-81BB-7A394DD6B31D,cpe:2.3:o:microsoft:windows_xp:*:sp1:64-bit:*:*:*:*:*
CVE-2003-0711,B518E945-5FDE-4A37-878D-6946653C91F7,cpe:2.3:o:microsoft:windows_2003_server:web:*:*:*:*:*:*:*
CVE-2003-0711,B5CAF64E-98AA-4813-A2A2-5AC3387CF230,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:enterprise_server:*:*:*:*:*
CVE-2003-0711,CA7BA525-6DB8-4444-934A-932AFED69816,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:enterprise_server:*:*:*:*:*
CVE-2003-0711,DA267420-56C5-4697-B0AA-52932F78B24B,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:enterprise_server:*:*:*:*:*
CVE-2003-0711,E69D0E21-8C62-403E-8097-2CA403CBBB1B,cpe:2.3:o:microsoft:windows_2003_server:enterprise:*:64-bit:*:*:*:*:*
CVE-2003-0711,F66DC6FF-2B3D-4718-838F-9E055E89961F,cpe:2.3:o:microsoft:windows_nt:4.0:sp2:enterprise_server:*:*:*:*:*
CVE-2003-0717,064F4E76-1B89-4FA5-97ED-64624285C014,cpe:2.3:o:microsoft:windows_nt:4.0:sp1:enterprise_server:*:*:*:*:*
CVE-2003-0717,237D7C18-C8D6-4FDB-A160-FA17DD46A55A,cpe:2.3:o:microsoft:windows_nt:4.0:*:enterprise_server:*:*:*:*:*
CVE-2003-0717,34ACB544-87DD-4D9A-99F0-A10F48C1EE05,cpe:2.3:o:microsoft:windows_2003_server:r2:*:datacenter_64-bit:*:*:*:*:*
CVE-2003-0717,363E3895-A19B-42EC-B479-765168DC0B17,cpe:2.3:o:microsoft:windows_nt:4.0:sp4:enterprise_server:*:*:*:*:*
CVE-2003-0717,5D42E51C-740A-4441-8BAF-D073111B984C,cpe:2.3:o:microsoft:windows_2003_server:r2:*:64-bit:*:*:*:*:*
CVE-2003-0717,74AD256D-4BCE-41FB-AD73-C5C63A59A06D,cpe:2.3:o:microsoft:windows_2003_server:standard:*:64-bit:*:*:*:*:*
CVE-2003-0717,81B7961D-151D-4773-80CB-CCD0456BFEAA,cpe:2.3:o:microsoft:windows_nt:4.0:sp5:enterprise_server:*:*:*:*:*
CVE-2003-0717,91D6D065-A28D-49DA-B7F4-38421FF86498,cpe:2.3:o:microsoft:windows_xp:*:*:64-bit:*:*:*:*:*
CVE-2003-0717,B127407D-AE50-4AFE-A780-D85B5AF44A2D,cpe:2.3:o:microsoft:windows_2003_server:enterprise_64-bit:*:*:*:*:*:*:*
CVE-2003-0717,B3BBBB2E-1699-4E1E-81BB-7A394DD6B31D,cpe:2.3:o:microsoft:windows_xp:*:sp1:64-bit:*:*:*:*:*
CVE-2003-0717,B518E945-5FDE-4A37-878D-6946653C91F7,cpe:2.3:o:microsoft:windows_2003_server:web:*:*:*:*:*:*:*
CVE-2003-0717,B5CAF64E-98AA-4813-A2A2-5AC3387CF230,cpe:2.3:o:microsoft:windows_nt:4.0:sp6:enterprise_server:*:*:*:*:*
CVE-2003-0717,CA7BA525-6DB8-4444-934A-932AFED69816,cpe:2.3:o:microsoft:windows_nt:4.0:sp6a:enterprise_server:*:*:*:*:*
CVE-2003-0717,DA267420-56C5-4697-B0AA-52932F78B24B,cpe:2.3:o:microsoft:windows_nt:4.0:sp3:enterprise_server:*:*:*:*:*
CVE-2003-0717,E69D0E21-8C62-403E-8097-2CA403CBBB1B,cpe:2.3:o:microsoft:windows_2003_server:enterprise:*:64-bit:*:*:*:*:*
CVE-2003-0717,F66DC6FF-2B3D-4718-838F-9E055E89961F,cpe:2.3:o:microsoft:windows_nt:4.0:sp2:enterprise_server:*:*:*:*:*
CVE-2003-0793,44A4CEA3-1EFD-4926-8702-D9019449BF6D,cpe:2.3:a:gnome:gdm:2.4.1.1:*:*:*:*:*:*:*
CVE-2003-0793,4B7DE2E4-5FCC-4F63-BB9F-F7EC77728F87,cpe:2.3:a:gnome:gdm:2.4.1.6:*:*:*:*:*:*:*
CVE-2003-0793,8A905FFC-0DBA-4636-BDE7-77F21E0871AF,cpe:2.3:a:gnome:gdm:2.4.1.4:*:*:*:*:*:*:*
CVE-2003-0793,9DF81497-99A3-49B9-9CEF-C94AA4FCC2A5,cpe:2.3:a:gnome:gdm:2.4.1.2:*:*:*:*:*:*:*
CVE-2003-0793,B386DD54-80C4-44C1-9276-C875D0EEE8BE,cpe:2.3:a:gnome:gdm:2.4.1.3:*:*:*:*:*:*:*
CVE-2003-0793,C35EE6D6-8058-4840-95E9-6540600F25C9,cpe:2.3:a:gnome:gdm:2.2.5.4:*:*:*:*:*:*:*
CVE-2003-0793,C96A777E-0CA3-404C-9EF9-AF5D276FB9F4,cpe:2.3:a:gnome:gdm:2.4.1:*:*:*:*:*:*:*
CVE-2003-0793,D0E054F0-C688-4CC6-A3DA-22884CA4C4C8,cpe:2.3:a:gnome:gdm:2.4.4:*:*:*:*:*:*:*
CVE-2003-0793,DAA26805-862B-466F-AAE5-C8EF60312BFF,cpe:2.3:a:gnome:gdm:2.4.1.5:*:*:*:*:*:*:*
CVE-2003-0794,44A4CEA3-1EFD-4926-8702-D9019449BF6D,cpe:2.3:a:gnome:gdm:2.4.1.1:*:*:*:*:*:*:*
CVE-2003-0794,4B7DE2E4-5FCC-4F63-BB9F-F7EC77728F87,cpe:2.3:a:gnome:gdm:2.4.1.6:*:*:*:*:*:*:*
CVE-2003-0794,8A905FFC-0DBA-4636-BDE7-77F21E0871AF,cpe:2.3:a:gnome:gdm:2.4.1.4:*:*:*:*:*:*:*
CVE-2003-0794,9DF81497-99A3-49B9-9CEF-C94AA4FCC2A5,cpe:2.3:a:gnome:gdm:2.4.1.2:*:*:*:*:*:*:*
CVE-2003-0794,B386DD54-80C4-44C1-9276-C875D0EEE8BE,cpe:2.3:a:gnome:gdm:2.4.1.3:*:*:*:*:*:*:*
CVE-2003-0794,C35EE6D6-8058-4840-95E9-6540600F25C9,cpe:2.3:a:gnome:gdm:2.2.5.4:*:*:*:*:*:*:*
CVE-2003-0794,C96A777E-0CA3-404C-9EF9-AF5D276FB9F4,cpe:2.3:a:gnome:gdm:2.4.1:*:*:*:*:*:*:*
CVE-2003-0794,D0E054F0-C688-4CC6-A3DA-22884CA4C4C8,cpe:2.3:a:gnome:gdm:2.4.4:*:*:*:*:*:*:*
CVE-2003-0794,DAA26805-862B-466F-AAE5-C8EF60312BFF,cpe:2.3:a:gnome:gdm:2.4.1.5:*:*:*:*:*:*:*
CVE-2003-0804,4AE93D3D-34B4-47B7-A784-61F4479FF5A2,cpe:2.3:o:freebsd:freebsd:4.9:pre-release:*:*:*:*:*:*
CVE-2003-0809,24DF2AB3-DEAB-4D70-986E-FFBB7E64B96A,cpe:2.3:a:microsoft:ie:6.0:sp1:*:*:*:*:*:*
CVE-2003-0830,21F9902A-0CCF-4870-B96D-66AD61B9E008,cpe:2.3:a:marbles:marbles:1.0.1:*:*:*:*:*:*:*
CVE-2003-0831,0D8C629A-5D13-4DE2-A866-DC99C8D0A761,cpe:2.3:a:proftpd_project:proftpd:1.2.7_rc1:*:*:*:*:*:*:*
CVE-2003-0831,31D12FAE-5839-4123-876E-0A32DA2B1A42,cpe:2.3:a:proftpd_project:proftpd:1.2.7:*:*:*:*:*:*:*
CVE-2003-0831,3A879A73-C624-4D47-A748-9EAC73EC8DBD,cpe:2.3:a:proftpd_project:proftpd:1.2.7_rc2:*:*:*:*:*:*:*
CVE-2003-0831,53CC91C6-C680-469E-A103-691FAA1CF344,cpe:2.3:a:proftpd_project:proftpd:1.2.7_rc3:*:*:*:*:*:*:*
CVE-2003-0831,89CD92BA-407E-4089-A98F-6D1309D8C294,cpe:2.3:a:proftpd_project:proftpd:1.2.9_rc2:*:*:*:*:*:*:*
CVE-2003-0831,918684E1-D1B5-48C6-B413-2FE86379EFF5,cpe:2.3:a:proftpd_project:proftpd:1.2.8_rc2:*:*:*:*:*:*:*
CVE-2003-0831,A9C5CBBA-43CE-4D77-9DA4-D4C4E010978B,cpe:2.3:a:proftpd_project:proftpd:1.2.9_rc1:*:*:*:*:*:*:*
CVE-2003-0831,C11D565E-0A90-4093-AA87-34A6DAE68E88,cpe:2.3:a:proftpd_project:proftpd:1.2.8:*:*:*:*:*:*:*
CVE-2003-0831,E8B4A0D9-071F-4F0E-9826-054D5651773C,cpe:2.3:a:proftpd_project:proftpd:1.2.8_rc1:*:*:*:*:*:*:*
CVE-2003-0832,2231B529-C414-4A6D-A077-287BCAFDBF4E,cpe:2.3:a:webfs:webfs:1.20:*:*:*:*:*:*:*
CVE-2003-0832,72E37483-14AF-4197-B539-F5F1691C4681,cpe:2.3:a:webfs:webfs:1.17:*:*:*:*:*:*:*
CVE-2003-0832,80F35932-81DF-4BE3-BD40-152F518A13E0,cpe:2.3:a:webfs:webfs:1.19:*:*:*:*:*:*:*
CVE-2003-0832,EA0D8CC0-B383-4129-A5D6-A42BC8E083D8,cpe:2.3:a:webfs:webfs:1.18:*:*:*:*:*:*:*
CVE-2003-0833,2231B529-C414-4A6D-A077-287BCAFDBF4E,cpe:2.3:a:webfs:webfs:1.20:*:*:*:*:*:*:*
CVE-2003-0833,72E37483-14AF-4197-B539-F5F1691C4681,cpe:2.3:a:webfs:webfs:1.17:*:*:*:*:*:*:*
CVE-2003-0833,80F35932-81DF-4BE3-BD40-152F518A13E0,cpe:2.3:a:webfs:webfs:1.19:*:*:*:*:*:*:*
CVE-2003-0833,EA0D8CC0-B383-4129-A5D6-A42BC8E083D8,cpe:2.3:a:webfs:webfs:1.18:*:*:*:*:*:*:*
CVE-2003-0835,2AD73BA0-D315-4ADA-A942-8DCC2A920B28,cpe:2.3:a:mplayer:mplayer:0.90:*:*:*:*:*:*:*
CVE-2003-0835,30D6A539-5523-4E52-854A-82CDCDBDFC45,cpe:2.3:a:mplayer:mplayer:0.90_rc4:*:*:*:*:*:*:*
CVE-2003-0835,500E5BD7-3F17-455F-8463-50B145128873,cpe:2.3:a:mplayer:mplayer:1.0_pre1:*:*:*:*:*:*:*
CVE-2003-0835,55D3C3E6-862E-470E-8CEA-4B333B906172,cpe:2.3:a:mplayer:mplayer:0.90_rc:*:*:*:*:*:*:*
CVE-2003-0835,710ACCE6-B3E3-474A-B78B-5A123EC24DE1,cpe:2.3:a:mplayer:mplayer:0.90_pre:*:*:*:*:*:*:*
CVE-2003-0835,CA841B0B-8FA9-45F9-9B60-7C9BD1A92E14,cpe:2.3:a:mplayer:mplayer:0.91:*:*:*:*:*:*:*
CVE-2003-0836,3DC757E1-EC37-48C5-BE72-53184624ACDC,cpe:2.3:a:ibm:db2_universal_database:8.1:*:aix:*:*:*:*:*
CVE-2003-0836,80DE2026-D9F0-4AAA-97E6-F4FB0EBDB265,cpe:2.3:a:ibm:db2_universal_database:7.2:*:linux:*:*:*:*:*
CVE-2003-0837,80DE2026-D9F0-4AAA-97E6-F4FB0EBDB265,cpe:2.3:a:ibm:db2_universal_database:7.2:*:linux:*:*:*:*:*
CVE-2003-0838,24DF2AB3-DEAB-4D70-986E-FFBB7E64B96A,cpe:2.3:a:microsoft:ie:6.0:sp1:*:*:*:*:*:*
CVE-2003-0842,34B327B1-0C38-47DA-8CF3-03C3753E0582,cpe:2.3:a:dag_apt_repository:mod_gzip:1.3.26.1a:*:*:*:*:*:*:*
CVE-2003-0843,3F18A4E3-D4C9-48D3-A0EB-C99DABD7C214,cpe:2.3:a:dag_apt_repository:mod_gzip:*:*:*:*:*:*:*:*
CVE-2003-0846,D4AC57BA-446F-436B-BDC6-AB1B81D23DC9,cpe:2.3:o:suse:suse_linux:7.3:*:pro:*:*:*:*:*
CVE-2003-0847,4DA74FD7-3A1F-4D16-8396-2F12A34D1749,cpe:2.3:o:suse:suse_linux:8.2:*:professional:*:*:*:*:*
CVE-2003-0848,0874D827-3048-413A-B804-C7F2DE709C75,cpe:2.3:a:slocate:slocate:2.3:*:*:*:*:*:*:*
CVE-2003-0848,279429CA-F200-43BB-A79D-30700B4468FF,cpe:2.3:a:slocate:slocate:2.1:*:*:*:*:*:*:*
CVE-2003-0848,5F837D07-C60B-45EF-A778-5CD3F529CA5C,cpe:2.3:a:slocate:slocate:2.2:*:*:*:*:*:*:*
CVE-2003-0848,A83BC51E-E90F-4EBD-B6AE-66DEBEB0E903,cpe:2.3:a:slocate:slocate:2.4:*:*:*:*:*:*:*
CVE-2003-0848,BC7BA3F6-7AAF-477B-8615-F1E857775A0F,cpe:2.3:a:slocate:slocate:2.6:*:*:*:*:*:*:*
CVE-2003-0848,D141DDC6-29DF-46AC-8EDB-BBB16BD549EB,cpe:2.3:a:slocate:slocate:2.5:*:*:*:*:*:*:*
CVE-2003-0849,0B6729F6-B94B-4897-BEF5-C3A10A18D085,cpe:2.3:a:gnu:cfengine:2.0.5:pre:*:*:*:*:*:*
CVE-2003-0849,5E622AEA-F5B4-4BA3-B9F0-2E7C4D121411,cpe:2.3:a:gnu:cfengine:2.0.7:p2:*:*:*:*:*:*
CVE-2003-0849,8CF801CA-BED6-43CA-8EA1-522365F2AA57,cpe:2.3:a:gnu:cfengine:2.0.5:pre2:*:*:*:*:*:*
CVE-2003-0849,9BAB0408-08BD-4DCE-BA56-C60AD845E705,cpe:2.3:a:gnu:cfengine:2.1.0:a8:*:*:*:*:*:*
CVE-2003-0849,9CD529EF-93DF-441E-968B-32BAF48A9913,cpe:2.3:a:gnu:cfengine:2.1.0:a6:*:*:*:*:*:*
CVE-2003-0849,B4EC7DFB-CBB8-457F-94A0-1DBB833F5F71,cpe:2.3:a:gnu:cfengine:2.0.5:b1:*:*:*:*:*:*
CVE-2003-0849,D21D57EA-DF58-429B-9FBE-F0080085B62E,cpe:2.3:a:gnu:cfengine:2.0.7:p1:*:*:*:*:*:*
CVE-2003-0849,D23A118C-59A6-44AB-A772-ED0037C95B53,cpe:2.3:a:gnu:cfengine:2.0.7:p3:*:*:*:*:*:*
CVE-2003-0849,F78851E3-1E2B-45DB-8B4A-F8E1BDE2E057,cpe:2.3:a:gnu:cfengine:2.1.0:a9:*:*:*:*:*:*
CVE-2003-0850,0106A3B8-B9AF-4693-A913-7144CBFB99CC,cpe:2.3:a:rafal_wojtczuk:libnids:1.11:*:*:*:*:*:*:*
CVE-2003-0850,3BA72AC9-E57E-49C6-9DD7-83F3257B5C5C,cpe:2.3:a:rafal_wojtczuk:libnids:1.12:*:*:*:*:*:*:*
CVE-2003-0850,3BEDEF47-8205-42DD-93B7-100B1F7F1872,cpe:2.3:a:dug_song:dsniff:2.3:*:*:*:*:*:*:*
CVE-2003-0850,3C35D826-724A-4C68-8053-E8A6B23AF5F8,cpe:2.3:a:rafal_wojtczuk:libnids:1.17:*:*:*:*:*:*:*
CVE-2003-0850,3E357E33-4A31-4FF9-AFC4-2CFB1F5ABB73,cpe:2.3:a:rafal_wojtczuk:libnids:1.14:*:*:*:*:*:*:*
CVE-2003-0850,7E5F9F00-60E7-4A75-817B-08F0320FC22D,cpe:2.3:a:rafal_wojtczuk:libnids:1.16:*:*:*:*:*:*:*
CVE-2003-0850,BD6C3AEC-2C76-407B-A969-9C015B96A52A,cpe:2.3:a:rafal_wojtczuk:libnids:1.13:*:*:*:*:*:*:*
CVE-2003-0852,2EF47A61-63FA-4695-A6B8-E6252205026E,cpe:2.3:a:sylpheed-claws:sylpheed-claws:0.9.4:*:*:*:*:*:*:*
CVE-2003-0852,48AA3783-5007-4869-A699-36E1888C16F4,cpe:2.3:a:sylpheed:sylpheed:0.9.6:*:*:*:*:*:*:*
CVE-2003-0852,4DAAF875-EBB8-4B6C-99CD-503AFAD5633B,cpe:2.3:a:sylpheed:sylpheed:0.9.4:*:*:*:*:*:*:*
CVE-2003-0852,61E0580E-1F1C-4FF1-80AB-4151CFF6C880,cpe:2.3:a:sylpheed:sylpheed:0.9.5:*:*:*:*:*:*:*
CVE-2003-0852,941EDB98-28E5-4263-B429-5FD6DAA4A95D,cpe:2.3:a:sylpheed-claws:sylpheed-claws:0.9.5:*:*:*:*:*:*:*
CVE-2003-0852,C4F7290C-E2BE-4A98-A5C1-40A29C76D0C8,cpe:2.3:a:sylpheed-claws:sylpheed-claws:0.9.6:*:*:*:*:*:*:*
CVE-2003-0853,0A096214-84AD-44F5-BBEF-F9F17B9B0C43,cpe:2.3:a:washington_university:wu-ftpd:2.4.2_beta18_vr8:*:*:*:*:*:*:*
CVE-2003-0853,1E3D0CC6-D1A0-4784-BE93-319C7EE59134,cpe:2.3:a:washington_university:wu-ftpd:2.4.2_beta18_vr10:*:*:*:*:*:*:*
CVE-2003-0853,28E5257A-F5ED-482C-9A0B-3B576513E7D7,cpe:2.3:a:washington_university:wu-ftpd:2.4.1:*:*:*:*:*:*:*
CVE-2003-0853,473E71DD-F779-4F93-838A-AD6768BB8DFC,cpe:2.3:a:washington_university:wu-ftpd:2.5.0:*:*:*:*:*:*:*
CVE-2003-0853,4989799F-143A-45E5-A30C-9E3203649770,cpe:2.3:a:washington_university:wu-ftpd:2.4.2_beta18_vr9:*:*:*:*:*:*:*
CVE-2003-0853,4B9E32F3-06CF-482D-8313-3D098CDE8B6B,cpe:2.3:a:washington_university:wu-ftpd:2.4.2_beta18_vr7:*:*:*:*:*:*:*
CVE-2003-0853,4FA32489-F098-43D2-80B7-89CFE0BE9A3A,cpe:2.3:a:washington_university:wu-ftpd:2.4.2_beta18_vr11:*:*:*:*:*:*:*
CVE-2003-0853,573486C8-0349-4BC9-AD7D-3FBF93DDB6AF,cpe:2.3:a:washington_university:wu-ftpd:2.4.2_vr16:*:*:*:*:*:*:*
CVE-2003-0853,7196CF2D-8CCC-454A-A2C1-6408A9D636C5,cpe:2.3:a:washington_university:wu-ftpd:2.6.1:*:*:*:*:*:*:*
